type,battleTime,challengeId,arena_id,arena_name,gameMode_id,gameMode_name,challengeWinCountBefore,deckSelection,team_0_tag,team_0_name,team_0_startingTrophies,team_0_crowns,team_0_clan_tag,team_0_clan_name,team_0_clan_badgeId,team_0_cards_0_name,team_0_cards_0_level,team_0_cards_0_maxLevel,team_0_cards_1_name,team_0_cards_1_level,team_0_cards_1_maxLevel,team_0_cards_2_name,team_0_cards_2_level,team_0_cards_2_maxLevel,team_0_cards_3_name,team_0_cards_3_level,team_0_cards_3_maxLevel,team_0_cards_4_name,team_0_cards_4_level,team_0_cards_4_maxLevel,team_0_cards_5_name,team_0_cards_5_level,team_0_cards_5_maxLevel,team_0_cards_6_name,team_0_cards_6_level,team_0_cards_6_maxLevel,team_0_cards_7_name,team_0_cards_7_level,team_0_cards_7_maxLevel,team_1_tag,team_1_name,team_1_startingTrophies,team_1_crowns,team_1_clan_tag,team_1_clan_name,team_1_clan_badgeId,team_1_cards_0_name,team_1_cards_0_level,team_1_cards_0_maxLevel,team_1_cards_1_name,team_1_cards_1_level,team_1_cards_1_maxLevel,team_1_cards_2_name,team_1_cards_2_level,team_1_cards_2_maxLevel,team_1_cards_3_name,team_1_cards_3_level,team_1_cards_3_maxLevel,team_1_cards_4_name,team_1_cards_4_level,team_1_cards_4_maxLevel,team_1_cards_5_name,team_1_cards_5_level,team_1_cards_5_maxLevel,team_1_cards_6_name,team_1_cards_6_level,team_1_cards_6_maxLevel,team_1_cards_7_name,team_1_cards_7_level,team_1_cards_7_maxLevel,opponent_0_tag,opponent_0_name,opponent_0_startingTrophies,opponent_0_crowns,opponent_0_clan_tag,opponent_0_clan_name,opponent_0_clan_badgeId,opponent_0_cards_0_name,opponent_0_cards_0_level,opponent_0_cards_0_maxLevel,opponent_0_cards_1_name,opponent_0_cards_1_level,opponent_0_cards_1_maxLevel,opponent_0_cards_2_name,opponent_0_cards_2_level,opponent_0_cards_2_maxLevel,opponent_0_cards_3_name,opponent_0_cards_3_level,opponent_0_cards_3_maxLevel,opponent_0_cards_4_name,opponent_0_cards_4_level,opponent_0_cards_4_maxLevel,opponent_0_cards_5_name,opponent_0_cards_5_level,opponent_0_cards_5_maxLevel,opponent_0_cards_6_name,opponent_0_cards_6_level,opponent_0_cards_6_maxLevel,opponent_0_cards_7_name,opponent_0_cards_7_level,opponent_0_cards_7_maxLevel,opponent_1_tag,opponent_1_name,opponent_1_startingTrophies,opponent_1_crowns,opponent_1_clan_tag,opponent_1_clan_name,opponent_1_clan_badgeId,opponent_1_cards_0_name,opponent_1_cards_0_level,opponent_1_cards_0_maxLevel,opponent_1_cards_1_name,opponent_1_cards_1_level,opponent_1_cards_1_maxLevel,opponent_1_cards_2_name,opponent_1_cards_2_level,opponent_1_cards_2_maxLevel,opponent_1_cards_3_name,opponent_1_cards_3_level,opponent_1_cards_3_maxLevel,opponent_1_cards_4_name,opponent_1_cards_4_level,opponent_1_cards_4_maxLevel,opponent_1_cards_5_name,opponent_1_cards_5_level,opponent_1_cards_5_maxLevel,opponent_1_cards_6_name,opponent_1_cards_6_level,opponent_1_cards_6_maxLevel,opponent_1_cards_7_name,opponent_1_cards_7_level,opponent_1_cards_7_maxLevel
friendly,20220104T171053.000Z,,54000017,Master III,72000007,Friendly,,collection,#9QUUQQ0C2,K.I.N.G boy;),6813,1,#LPJU88VY,GEORGIA,16000015,Bomb Tower,9,12,Magic Archer,3,6,Mega Minion,9,12,Miner,3,6,Poison,6,9,The Log,3,6,Tornado,6,9,Valkyrie,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8ULJPQRVJ,SB I NiceShot♥️,5187,0,,,,Barbarian Barrel,6,9,Arrows,11,14,Flying Machine,9,12,Zappies,9,12,Fireball,9,12,Royal Hogs,9,12,Royal Recruits,11,14,Goblin Cage,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clanMate,20220104T164750.000Z,,54000014,Challenger III,72000007,Friendly,,collection,#9QUUQQ0C2,K.I.N.G boy;),6813,1,#LPJU88VY,GEORGIA,16000015,Bomb Tower,9,12,Magic Archer,3,6,Mega Minion,9,12,Miner,3,6,Poison,6,9,The Log,3,6,Tornado,6,9,Valkyrie,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#LRPUL8JU0,Zebra Jora,5795,0,#LPJU88VY,GEORGIA,16000015,Fireball,9,12,Tornado,6,9,Magic Archer,3,6,Spear Goblins,11,14,Wall Breakers,6,9,Miner,3,6,Bomb Tower,9,12,Valkyrie,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clanMate,20220104T164250.000Z,,54000017,Master III,72000007,Friendly,,collection,#9QUUQQ0C2,K.I.N.G boy;),6813,1,#LPJU88VY,GEORGIA,16000015,Bomb Tower,9,12,Magic Archer,3,6,Mega Minion,9,12,Miner,3,6,Poison,6,9,The Log,3,6,Tornado,6,9,Valkyrie,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#CYV288CJ9,^Just_C.O.O.L^,5152,0,#LPJU88VY,GEORGIA,16000015,Ice Spirit,11,14,Goblins,11,14,Valkyrie,9,12,Tornado,6,9,Executioner,6,9,The Log,3,6,Rocket,9,12,Hog Rider,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clanMate,20220104T151452.000Z,,54000017,Master III,72000007,Friendly,,collection,#9QUUQQ0C2,K.I.N.G boy;),6813,1,#LPJU88VY,GEORGIA,16000015,Fireball,9,12,The Log,3,6,Archer Queen,1,4,Miner,3,6,Mortar,11,14,Valkyrie,9,12,Bats,11,14,Guards,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#CYV288CJ9,^Just_C.O.O.L^,5152,0,#LPJU88VY,GEORGIA,16000015,Ice Spirit,11,14,Goblins,11,14,Valkyrie,9,12,Tornado,6,9,Executioner,6,9,The Log,3,6,Rocket,9,12,Hog Rider,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clanMate,20220104T150756.000Z,,54000012,Legendary Arena,72000007,Friendly,,collection,#9QUUQQ0C2,K.I.N.G boy;),6813,1,#LPJU88VY,GEORGIA,16000015,Bomber,11,14,Archer Queen,1,4,Dark Prince,6,9,Electro Giant,6,9,Goblin Cage,9,12,Lightning,6,9,Skeletons,11,14,Tornado,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#CYV288CJ9,^Just_C.O.O.L^,5152,0,#LPJU88VY,GEORGIA,16000015,Ice Spirit,11,14,Goblins,11,14,Valkyrie,9,12,Tornado,6,9,Executioner,6,9,The Log,3,6,Rocket,9,12,Hog Rider,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clanMate,20220104T150407.000Z,,54000017,Master III,72000007,Friendly,,collection,#9QUUQQ0C2,K.I.N.G boy;),6813,2,#LPJU88VY,GEORGIA,16000015,Bomber,11,14,Archer Queen,1,4,Dark Prince,6,9,Electro Giant,6,9,Goblin Cage,9,12,Lightning,6,9,Skeletons,11,14,Tornado,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#CYV288CJ9,^Just_C.O.O.L^,5152,0,#LPJU88VY,GEORGIA,16000015,Ice Spirit,11,14,Goblins,11,14,Valkyrie,9,12,Tornado,6,9,Executioner,6,9,The Log,3,6,Rocket,9,12,Hog Rider,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riverRacePvP,20220104T145955.000Z,,54000040,Legendary Arena,72000062,TripleElixir_Ladder,,collection,#9QUUQQ0C2,K.I.N.G boy;),6813,0,#LPJU88VY,GEORGIA,16000015,Hog Rider,11,12,Tesla,14,14,Earthquake,11,12,Dart Goblin,12,12,Guards,9,9,Giant Snowball,13,14,Valkyrie,12,12,Electro Spirit,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#220URCURG,la iluminada,5815,1,#LP2UPVV9,-Team-Salami-,16000172,P.E.K.K.A,9,9,Barbarian Barrel,9,9,Arrows,14,14,Night Witch,6,6,Miner,6,6,Dark Prince,9,9,Furnace,12,12,Electro Wizard,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riverRacePvP,20220104T145506.000Z,,54000040,Legendary Arena,72000062,TripleElixir_Ladder,,collection,#9QUUQQ0C2,K.I.N.G boy;),6813,3,#LPJU88VY,GEORGIA,16000015,Inferno Tower,12,12,Princess,6,6,Rocket,12,12,Goblin Gang,14,14,Goblin Barrel,9,9,Ice Spirit,14,14,The Log,6,6,Knight,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#80G8QQLLG,By_Romko,5979,0,#2G0RUQ22,Czech This,16000077,Giant,12,12,Bats,13,14,Musketeer,11,12,Graveyard,6,6,Zap,13,14,Giant Snowball,13,14,Dark Prince,9,9,Skeleton Army,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clanMate,20220104T145021.000Z,,54000017,Master III,72000007,Friendly,,collection,#9QUUQQ0C2,K.I.N.G boy;),6813,1,#LPJU88VY,GEORGIA,16000015,Balloon,6,9,Fireball,9,12,Guards,6,9,Lava Hound,3,6,Mega Minion,9,12,Skeleton Dragons,11,14,Tombstone,9,12,Zap,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#CYV288CJ9,^Just_C.O.O.L^,5152,0,#LPJU88VY,GEORGIA,16000015,Ice Spirit,11,14,Goblins,11,14,Valkyrie,9,12,Tornado,6,9,Executioner,6,9,The Log,3,6,Rocket,9,12,Hog Rider,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riverRaceDuel,20220104T144505.000Z,,54000040,Legendary Arena,72000267,CW_Duel_1v1,,warDeckPick,#9QUUQQ0C2,K.I.N.G boy;),6813,1,#LPJU88VY,GEORGIA,16000015,Electro Giant,8,9,Goblin Cage,11,12,Skeletons,14,14,Mega Minion,11,12,Tornado,8,9,Golden Knight,4,4,Lightning,8,9,Mother Witch,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#CVPYUR8L,ruben,5913,3,#CPQP9C,Equipo SP,16000000,Electro Giant,9,9,Goblin Cage,11,12,Lightning,9,9,Mega Minion,11,12,Skeletons,13,14,Barbarian Barrel,8,9,Tornado,9,9,Bomber,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvP,20220104T120931.000Z,,54000040,Legendary Arena,72000006,Ladder,,collection,#9QUUQQ0C2,K.I.N.G boy;),6786,1,#LPJU88VY,GEORGIA,16000015,Goblin Drill,9,9,Fire Spirit,14,14,Guards,9,9,Fireball,12,12,Dart Goblin,12,12,Valkyrie,12,12,Inferno Tower,12,12,Wall Breakers,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#99QC0QRL9,りとすのちぇいん꒰•̫͡•ོ꒱,6757,0,#LG00QLGJ,Diner,16000095,Graveyard,6,6,Baby Dragon,9,9,Knight,14,14,Ice Wizard,6,6,Tombstone,12,12,Poison,9,9,Tornado,9,9,Barbarian Barrel,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvP,20220104T120458.000Z,,54000040,Legendary Arena,72000006,Ladder,,collection,#9QUUQQ0C2,K.I.N.G boy;),6755,1,#LPJU88VY,GEORGIA,16000015,Goblin Drill,9,9,Fire Spirit,14,14,Guards,9,9,Fireball,12,12,Dart Goblin,12,12,Valkyrie,12,12,Inferno Tower,12,12,Wall Breakers,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#QJJP0R8L,Viper I Luis^.^,6771,0,,,,Mega Minion,12,12,Goblin Cage,12,12,Fisherman,6,6,Royal Giant,14,14,Mother Witch,6,6,The Log,6,6,Fireball,12,12,Dark Prince,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvP,20220104T102501.000Z,,54000040,Legendary Arena,72000006,Ladder,,collection,#9QUUQQ0C2,K.I.N.G boy;),6730,1,#LPJU88VY,GEORGIA,16000015,Goblin Drill,9,9,Fire Spirit,14,14,Guards,9,9,Fireball,12,12,Dart Goblin,12,12,Valkyrie,12,12,Inferno Tower,12,12,Wall Breakers,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C82RV0Y2,Jack,6683,0,#PQ9V20YY,THE SHIELD,16000168,Miner,6,6,Ice Golem,12,12,Bomb Tower,12,12,Giant Snowball,14,14,Balloon,9,9,Skeletons,14,14,Musketeer,12,12,Royal Delivery,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvP,20220104T102016.000Z,,54000040,Legendary Arena,72000006,Ladder,,collection,#9QUUQQ0C2,K.I.N.G boy;),6703,1,#LPJU88VY,GEORGIA,16000015,Goblin Drill,9,9,Fire Spirit,14,14,Guards,9,9,Fireball,12,12,Dart Goblin,12,12,Valkyrie,12,12,Inferno Tower,12,12,Wall Breakers,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#YG0RVJ2GQ,ぽるか,6673,0,#9UL98L8V,タコススパゲッティ水,16000169,Barbarian Barrel,9,9,Electro Wizard,6,6,Bandit,6,6,Cannon Cart,9,9,Heal Spirit,12,12,Elite Barbarians,14,14,Royal Ghost,6,6,Magic Archer,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvP,20220104T101452.000Z,,54000040,Legendary Arena,72000006,Ladder,,collection,#9QUUQQ0C2,K.I.N.G boy;),6728,1,#LPJU88VY,GEORGIA,16000015,Goblin Drill,9,9,Fire Spirit,14,14,Guards,9,9,Fireball,12,12,Dart Goblin,12,12,Valkyrie,12,12,Inferno Tower,12,12,Wall Breakers,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#QCCU82Y8,❤☠️GAME OVER☠️❤,6780,2,#L9CV8Q9V,TOP KSA™️✨,16000032,Battle Healer,12,12,Rage,9,9,Mother Witch,6,6,Arrows,14,14,Elixir Golem,12,12,Night Witch,6,6,Electro Dragon,9,9,Elite Barbarians,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boatBattle,20211212T143634.000Z,,54000046,Legendary Arena,72000266,ClanWar_BoatBattle,,collection,#9QUUQQ0C2,K.I.N.G boy;),,,#J2UGGJ,Georgian Empire,16000096,Inferno Tower,12,12,Musketeer,11,12,Valkyrie,12,12,Bats,13,14,Princess,6,6,Tesla,14,14,Archers,13,14,Barbarians,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#U9L8R0GQ,Chuck88,5122,3,#QQVRYC,Bang Bros,16000141,Goblin Barrel,5,9,Arrows,11,14,Minions,11,14,Archers,11,14,The Log,2,6,Hog Rider,8,12,Giant,7,12,Princess,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boatBattle,20211212T120403.000Z,,54000046,Legendary Arena,72000266,ClanWar_BoatBattle,,collection,#9QUUQQ0C2,K.I.N.G boy;),,,#J2UGGJ,Georgian Empire,16000096,Inferno Tower,12,12,Musketeer,11,12,Valkyrie,12,12,Bats,13,14,Princess,6,6,Tesla,14,14,Archers,13,14,Barbarians,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2V98YUP82,Jofa,5327,3,#28PCGVG,Wild West,16000072,Giant Skeleton,8,9,Goblin Gang,14,14,Electro Wizard,3,6,Zap,13,14,Hog Rider,10,12,Fireball,10,12,Fire Spirit,13,14,Night Witch,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boatBattle,20211212T115811.000Z,,54000046,Legendary Arena,72000266,ClanWar_BoatBattle,,collection,#9QUUQQ0C2,K.I.N.G boy;),,,#J2UGGJ,Georgian Empire,16000096,Inferno Tower,12,12,Musketeer,11,12,Valkyrie,12,12,Bats,13,14,Princess,6,6,Tesla,14,14,Archers,13,14,Barbarians,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2V98YUP82,Jofa,5327,0,#28PCGVG,Wild West,16000072,Golem,5,9,Inferno Dragon,2,6,Flying Machine,8,12,Mirror,5,9,Minion Horde,11,14,Musketeer,8,12,Archers,11,14,Valkyrie,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boatBattle,20211212T115701.000Z,,54000046,Legendary Arena,72000266,ClanWar_BoatBattle,,collection,#9QUUQQ0C2,K.I.N.G boy;),,,#J2UGGJ,Georgian Empire,16000096,Inferno Tower,12,12,Musketeer,11,12,Valkyrie,12,12,Bats,13,14,Princess,6,6,Tesla,14,14,Archers,13,14,Barbarians,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2V98YUP82,Jofa,5327,3,#28PCGVG,Wild West,16000072,Witch,5,9,Baby Dragon,5,9,Executioner,5,9,Royal Ghost,2,6,Bandit,1,6,Prince,5,9,Skeleton Army,4,9,Magic Archer,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
