,gameMode_name,team_0_cards_0_name,team_0_cards_1_name,team_0_cards_2_name,team_0_cards_3_name,team_0_cards_4_name,team_0_cards_5_name,team_0_cards_6_name,team_0_cards_7_name,opponent_0_cards_0_name,opponent_0_cards_1_name,opponent_0_cards_2_name,opponent_0_cards_3_name,opponent_0_cards_4_name,opponent_0_cards_5_name,opponent_0_cards_6_name,opponent_0_cards_7_name,team_0_crowns,opponent_0_crowns
26,ClanWar_BoatBattle,Mega Knight,Musketeer,Hunter,Elite Barbarians,Night Witch,Dark Prince,Mini P.E.K.K.A,Mega Minion,Hunter,Skeleton Army,Sparky,Three Musketeers,Night Witch,Clone,Firecracker,Giant Skeleton,,0.0
27,ClanWar_BoatBattle,Mega Knight,Musketeer,Hunter,Elite Barbarians,Night Witch,Dark Prince,Mini P.E.K.K.A,Mega Minion,Lava Hound,Royal Giant,Balloon,Wizard,Bowler,Dark Prince,Valkyrie,Lumberjack,,3.0
28,ClanWar_BoatBattle,Mega Knight,Musketeer,Hunter,Elite Barbarians,Night Witch,Dark Prince,Mini P.E.K.K.A,Mega Minion,Golem,Electro Giant,Mini P.E.K.K.A,Musketeer,Baby Dragon,Electro Dragon,Minions,Prince,,0.0
29,ClanWar_BoatBattle,Mega Knight,Musketeer,Hunter,Elite Barbarians,Night Witch,Dark Prince,Mini P.E.K.K.A,Mega Minion,Mega Knight,P.E.K.K.A,Witch,Princess,Minion Horde,The Log,Executioner,Magic Archer,,0.0
30,ClanWar_BoatBattle,Mega Knight,Musketeer,Hunter,Elite Barbarians,Night Witch,Dark Prince,Mini P.E.K.K.A,Mega Minion,Magic Archer,Prince,Giant Snowball,Tornado,Baby Dragon,Royal Hogs,Arrows,Firecracker,,3.0
31,ClanWar_BoatBattle,Mega Knight,Musketeer,Hunter,Elite Barbarians,Night Witch,Dark Prince,Mini P.E.K.K.A,Mega Minion,Mega Knight,Baby Dragon,Goblin Gang,Princess,Firecracker,Battle Healer,Ice Wizard,Elixir Golem,,0.0
32,ClanWar_BoatBattle,Mega Knight,Musketeer,Hunter,Elite Barbarians,Night Witch,Dark Prince,Mini P.E.K.K.A,Mega Minion,Mega Knight,Mini P.E.K.K.A,Prince,Royal Ghost,Sparky,Skeletons,Goblin Gang,Zap,,3.0
33,ClanWar_BoatBattle,Mega Knight,Musketeer,Hunter,Elite Barbarians,Night Witch,Dark Prince,Mini P.E.K.K.A,Mega Minion,Elite Barbarians,Electro Spirit,Valkyrie,Tesla,Witch,Wall Breakers,Dart Goblin,Bandit,,0.0
34,ClanWar_BoatBattle,Mega Knight,Musketeer,Hunter,Elite Barbarians,Night Witch,Dark Prince,Mini P.E.K.K.A,Mega Minion,Zap,Electro Wizard,Mini P.E.K.K.A,Ram Rider,Tesla,Baby Dragon,Valkyrie,Mega Knight,,3.0
35,ClanWar_BoatBattle,Mega Knight,Musketeer,Hunter,Elite Barbarians,Night Witch,Dark Prince,Mini P.E.K.K.A,Mega Minion,Mega Knight,Balloon,Wizard,Golem,Zap,Three Musketeers,Royal Recruits,Fire Spirit,,3.0
36,ClanWar_BoatBattle,Mega Knight,Musketeer,Hunter,Elite Barbarians,Night Witch,Dark Prince,Mini P.E.K.K.A,Mega Minion,Minions,Electro Giant,Wall Breakers,Baby Dragon,Skeleton Army,Musketeer,Hog Rider,Elite Barbarians,,0.0
37,ClanWar_BoatBattle,Mega Knight,Musketeer,Hunter,Elite Barbarians,Night Witch,Dark Prince,Mini P.E.K.K.A,Mega Minion,Firecracker,Flying Machine,Mini P.E.K.K.A,Inferno Dragon,Knight,Giant,Arrows,Sparky,,3.0
0,Ladder,Electro Wizard,Royal Hogs,Minions,Royal Ghost,Bandit,P.E.K.K.A,Zap,Fireball,Hog Rider,Musketeer,Fireball,Ice Golem,Cannon,The Log,Skeletons,Ice Spirit,0.0,1.0
1,Ladder,Electro Wizard,Royal Hogs,Minions,Royal Ghost,Bandit,P.E.K.K.A,Zap,Fireball,Golem,Night Witch,Mega Minion,Lumberjack,Elite Barbarians,Bomber,Arrows,Zap,2.0,1.0
2,Ladder,Electro Wizard,Royal Hogs,Minions,Royal Ghost,Bandit,P.E.K.K.A,Zap,Fireball,Archer Queen,Electro Wizard,Battle Ram,Arrows,Heal Spirit,Elite Barbarians,Bandit,Royal Ghost,2.0,1.0
3,Ladder,Electro Wizard,Royal Hogs,Minions,Royal Ghost,Bandit,P.E.K.K.A,Zap,Fireball,Electro Spirit,Goblin Gang,Goblin Barrel,Inferno Tower,Rocket,The Log,Princess,Knight,0.0,1.0
4,Ladder,Electro Wizard,Royal Hogs,Minions,Royal Ghost,Bandit,P.E.K.K.A,Zap,Fireball,Graveyard,Electro Wizard,Baby Dragon,Inferno Dragon,Bowler,Freeze,Tornado,Golden Knight,1.0,0.0
5,Ladder,Electro Wizard,Royal Hogs,Minions,Royal Ghost,Bandit,P.E.K.K.A,Zap,Fireball,Balloon,Tornado,Barbarian Barrel,Bowler,Inferno Dragon,Electro Dragon,Freeze,Lumberjack,2.0,1.0
6,Ladder,Electro Wizard,Royal Hogs,Minions,Royal Ghost,Bandit,P.E.K.K.A,Zap,Fireball,Electro Giant,Dark Prince,Baby Dragon,Lightning,Tornado,Goblin Cage,Mega Minion,Skeletons,0.0,1.0
7,Ladder,Electro Wizard,Royal Hogs,Minions,Royal Ghost,Bandit,P.E.K.K.A,Zap,Fireball,Royal Ghost,Zap,Lumberjack,Hog Rider,Minion Horde,Prince,Dark Prince,Freeze,1.0,0.0
8,Ladder,Electro Wizard,Royal Hogs,Minions,Royal Ghost,Bandit,P.E.K.K.A,Zap,Fireball,Skeletons,Dark Prince,Tornado,Lightning,Electro Giant,Archer Queen,Goblin Cage,Barbarian Barrel,1.0,0.0
9,Ladder,Electro Wizard,Royal Hogs,Minions,Royal Ghost,Bandit,P.E.K.K.A,Zap,Fireball,Lava Hound,Tombstone,Arrows,Mega Minion,Balloon,Miner,Fireball,Minions,1.0,3.0
10,Ladder,Electro Wizard,Royal Hogs,Minions,Royal Ghost,Bandit,P.E.K.K.A,Zap,Fireball,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen,0.0,1.0
11,MirrorDeck_Friendly,Mirror,Hog Rider,Royal Giant,Musketeer,Elite Barbarians,Inferno Dragon,Guards,The Log,Mirror,Hog Rider,Royal Giant,Musketeer,Elite Barbarians,Inferno Dragon,Guards,The Log,0.0,1.0
12,MirrorDeck_Friendly,Mirror,Hog Rider,Electro Giant,Minion Horde,Dark Prince,Princess,Guards,Barbarian Barrel,Mirror,Hog Rider,Electro Giant,Minion Horde,Dark Prince,Princess,Guards,Barbarian Barrel,3.0,2.0
13,MirrorDeck_Friendly,Mirror,Hog Rider,Royal Giant,Minion Horde,Knight,Electro Wizard,Guards,The Log,Mirror,Hog Rider,Royal Giant,Minion Horde,Knight,Electro Wizard,Guards,The Log,3.0,0.0
14,MirrorDeck_Friendly,Mirror,Goblin Barrel,Royal Giant,Flying Machine,Bandit,Lumberjack,Guards,The Log,Mirror,Goblin Barrel,Royal Giant,Flying Machine,Bandit,Lumberjack,Guards,The Log,1.0,0.0
15,Friendly,Ice Golem,Dart Goblin,Bats,Skeletons,The Log,Electro Spirit,Wall Breakers,Miner,Hunter,Royal Giant,Skeletons,Lightning,Golden Knight,Fisherman,Electro Wizard,The Log,0.0,1.0
16,MirrorDeck_Friendly,Mirror,Skeleton Barrel,Royal Giant,Flying Machine,Royal Ghost,Lumberjack,Heal Spirit,Poison,Mirror,Skeleton Barrel,Royal Giant,Flying Machine,Royal Ghost,Lumberjack,Heal Spirit,Poison,2.0,1.0
17,MirrorDeck_Friendly,Mirror,Miner,Giant,Dart Goblin,Goblin Cage,Inferno Dragon,Guards,Zap,Mirror,Miner,Giant,Dart Goblin,Goblin Cage,Inferno Dragon,Guards,Zap,1.0,0.0
18,MirrorDeck_Friendly,Mirror,Miner,Royal Giant,Firecracker,Knight,Lumberjack,Skeleton Army,Poison,Mirror,Miner,Royal Giant,Firecracker,Knight,Lumberjack,Skeleton Army,Poison,2.0,1.0
19,MirrorDeck_Friendly,Mirror,Battle Ram,Royal Giant,Executioner,Battle Healer,Lumberjack,Heal Spirit,Royal Delivery,Mirror,Battle Ram,Royal Giant,Executioner,Battle Healer,Lumberjack,Heal Spirit,Royal Delivery,2.0,1.0
20,MirrorDeck_Friendly,Mirror,Miner,Lava Hound,Mega Minion,P.E.K.K.A,Night Witch,Skeleton Army,Barbarian Barrel,Mirror,Miner,Lava Hound,Mega Minion,P.E.K.K.A,Night Witch,Skeleton Army,Barbarian Barrel,3.0,0.0
21,MirrorDeck_Friendly,Mirror,Hog Rider,Royal Giant,Zappies,Rascals,Lumberjack,Heal Spirit,Arrows,Mirror,Hog Rider,Royal Giant,Zappies,Rascals,Lumberjack,Heal Spirit,Arrows,3.0,2.0
22,MirrorDeck_Friendly,Mirror,Miner,Golem,Minion Horde,P.E.K.K.A,Lumberjack,Guards,Poison,Mirror,Miner,Golem,Minion Horde,P.E.K.K.A,Lumberjack,Guards,Poison,2.0,1.0
23,MirrorDeck_Friendly,Mirror,Miner,Royal Hogs,Skeleton Dragons,Prince,Royal Ghost,Skeleton Army,Barbarian Barrel,Mirror,Miner,Royal Hogs,Skeleton Dragons,Prince,Royal Ghost,Skeleton Army,Barbarian Barrel,2.0,1.0
24,Friendly,Ice Golem,Dart Goblin,Bats,Skeletons,The Log,Electro Spirit,Wall Breakers,Miner,Fisherman,Night Witch,Bomber,Electro Dragon,Elite Barbarians,Lumberjack,Arrows,Golem,1.0,3.0
0,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Lava Hound,Balloon,Mega Minion,Skeleton Dragons,Guards,Zap,Fireball,Tombstone,2.0,3.0
1,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Hunter,Royal Giant,The Log,Fisherman,Lightning,Dark Prince,Electro Spirit,Mega Minion,1.0,2.0
2,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Night Witch,Clone,Golem,Bats,Skeleton King,Flying Machine,Skeleton Army,Arrows,1.0,2.0
3,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Bowler,Baby Dragon,Tornado,Graveyard,Inferno Dragon,Zappies,Valkyrie,Freeze,1.0,0.0
4,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Valkyrie,Ice Spirit,Firecracker,Earthquake,Hog Rider,The Log,Tesla,Skeletons,3.0,2.0
5,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Skeletons,Fire Spirit,Royal Delivery,Royal Hogs,Earthquake,The Log,Archer Queen,Goblin Cage,1.0,2.0
6,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,2.0,1.0
7,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Miner,Valkyrie,Fireball,Spear Goblins,Tesla,Bats,Wall Breakers,The Log,1.0,2.0
8,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler,3.0,1.0
9,TeamVsTeamLadder,Bandit,P.E.K.K.A,Electro Wizard,Barbarian Barrel,Giant Snowball,Ram Rider,Inferno Dragon,Fireball,Minion Horde,Elite Barbarians,Fireball,Valkyrie,Giant,Skeleton Army,Witch,Sparky,1.0,0.0
10,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Prince,Fireball,Bats,Mortar,The Log,Spear Goblins,Guards,Miner,2.0,1.0
11,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Royal Giant,Royal Recruits,Electro Wizard,Valkyrie,Fisherman,The Log,Goblin Hut,Fireball,2.0,1.0
12,TeamVsTeamLadder,Fire Spirit,Valkyrie,Firecracker,Earthquake,Skeletons,The Log,Tesla,Hog Rider,Spear Goblins,Valkyrie,Zap,Musketeer,Hog Rider,Freeze,Lumberjack,Ice Wizard,0.0,3.0
13,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Lava Hound,Mega Minion,Baby Dragon,Tombstone,Miner,Arrows,Flying Machine,Barbarians,1.0,0.0
14,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Prince,Barbarians,Arrows,Dark Prince,The Log,Electro Wizard,Ice Wizard,Bats,3.0,2.0
15,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Inferno Dragon,Lightning,Fisherman,Goblin Cage,Dark Prince,Tornado,Electro Giant,Mother Witch,3.0,0.0
16,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Mega Knight,Inferno Dragon,Bats,Spear Goblins,Miner,Goblin Gang,Skeleton Barrel,Zap,0.0,2.0
17,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Archer Queen,Royal Ghost,Bandit,Electro Wizard,Zap,Fireball,P.E.K.K.A,Ram Rider,Golden Knight,The Log,Zap,Minion Horde,Mini P.E.K.K.A,Lightning,Skeleton Army,1.0,2.0
18,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Archer Queen,Royal Ghost,Bandit,Lumberjack,Barbarian Barrel,Fireball,Magic Archer,Ram Rider,Ice Spirit,Skeletons,Ice Golem,Mini P.E.K.K.A,Musketeer,Fireball,The Log,0.0,1.0
19,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Archer Queen,Royal Ghost,Bandit,Lumberjack,Barbarian Barrel,Fireball,Magic Archer,Ram Rider,The Log,Executioner,Ice Spirit,Knight,Rocket,Tornado,Skeletons,0.0,2.0
20,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Archer Queen,Royal Ghost,Bandit,Lumberjack,Barbarian Barrel,Fireball,Magic Archer,Ram Rider,Bomber,Zap,Princess,Fireball,Electro Wizard,Zappies,Hog Rider,2.0,0.0
21,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Archer Queen,Royal Ghost,Bandit,Lumberjack,Barbarian Barrel,Fireball,Magic Archer,Ram Rider,Golden Knight,Bandit,Princess,Electro Wizard,Freeze,Witch,Valkyrie,1.0,0.0
22,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Archer Queen,Royal Ghost,Bandit,Lumberjack,Barbarian Barrel,Fireball,Mega Knight,Ram Rider,Princess,Valkyrie,Firecracker,Fire Spirit,Furnace,Tesla,The Log,3.0,0.0
23,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Inferno Dragon,Battle Healer,Electro Dragon,Elixir Golem,Rage,Arrows,Elite Barbarians,Night Witch,3.0,1.0
24,Ladder,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,Giant,Mega Minion,Tornado,Mini P.E.K.K.A,Baby Dragon,Zappies,Sparky,Zap,1.0,0.0
0,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Tesla,The Log,Archer Queen,Electro Spirit,Skeletons,Knight,X-Bow,Rocket,0.0,1.0
1,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Night Witch,Clone,Golem,Bats,Skeleton King,Flying Machine,Skeleton Army,Arrows,0.0,3.0
2,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Giant,Graveyard,Skeleton Army,Minions,Archer Queen,Dark Prince,Arrows,Giant Snowball,2.0,1.0
3,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Giant,Skeleton King,Bats,Fireball,Graveyard,Musketeer,Skeleton Army,Giant Snowball,0.0,3.0
4,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Mega Knight,Arrows,Electro Wizard,Musketeer,Goblin Cage,Bandit,Dark Prince,Hog Rider,1.0,0.0
5,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Goblin Cage,Arrows,Valkyrie,Barbarian Barrel,Inferno Dragon,Freeze,Ice Wizard,Graveyard,1.0,0.0
6,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Lava Hound,Lumberjack,Bats,Skeleton Dragons,Clone,Skeleton Army,Flying Machine,Arrows,2.0,1.0
7,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Earthquake,Rocket,The Log,Skeletons,Cannon Cart,Royal Delivery,Tornado,Tesla,0.0,1.0
8,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Goblin Barrel,Skeleton Army,Skeleton Barrel,Dart Goblin,Inferno Tower,Princess,The Log,Knight,0.0,1.0
9,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Ice Spirit,Skeletons,The Log,Ice Golem,Cannon,Rocket,Hog Rider,Musketeer,2.0,1.0
10,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Miner,Fireball,Arrows,Fisherman,Hunter,Balloon,Royal Recruits,Mega Minion,0.0,1.0
11,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Princess,Bomb Tower,Skeleton Army,Skeleton Barrel,Goblin Barrel,Dart Goblin,Golden Knight,The Log,0.0,1.0
12,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards,2.0,1.0
13,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Balloon,Bats,Lightning,Tombstone,Lava Hound,Inferno Dragon,Arrows,Lumberjack,3.0,2.0
14,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Electro Giant,Bomber,Skeletons,Goblin Hut,Archer Queen,Tornado,The Log,Fire Spirit,0.0,3.0
15,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,P.E.K.K.A,Electro Wizard,Royal Giant,Poison,Valkyrie,Mini P.E.K.K.A,Zap,Zappies,0.0,1.0
16,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Sparky,Miner,Golem,Minion Horde,Skeleton Army,Bats,Witch,Arrows,2.0,1.0
17,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Barbarian Barrel,Goblin Hut,Skeletons,Dark Prince,Poison,Tornado,Baby Dragon,Graveyard,0.0,1.0
18,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Ice Spirit,Skeletons,The Log,Ice Golem,Cannon,Rocket,Hog Rider,Musketeer,1.0,0.0
19,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Tombstone,Graveyard,Knight,Ice Wizard,Baby Dragon,Poison,Barbarian Barrel,Tornado,3.0,0.0
20,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon,1.0,2.0
21,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Electro Spirit,Goblin Barrel,Guards,Inferno Tower,Valkyrie,Princess,Rocket,The Log,0.0,1.0
22,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Giant Snowball,Goblin Cage,Cannon Cart,Lightning,Electro Wizard,Ram Rider,Mega Knight,Golden Knight,1.0,0.0
23,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Mega Knight,Inferno Dragon,Bats,Bandit,Miner,Goblin Gang,Skeleton Barrel,Zap,0.0,1.0
24,Ladder,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians,Royal Giant,Skeletons,Fireball,Hunter,Bats,Electro Spirit,Fisherman,The Log,1.0,0.0
0,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Electro Spirit,Royal Ghost,Bandit,Lightning,Barbarian Barrel,Ram Rider,Golden Knight,Magic Archer,Mega Knight,Mirror,Witch,Wizard,Royal Recruits,3.0,1.0
1,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Electro Spirit,Royal Ghost,Bandit,Lightning,Barbarian Barrel,Ram Rider,Mirror,Ice Spirit,Skeletons,Bowler,Giant Snowball,Inferno Tower,Mega Minion,3.0,1.0
2,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Electro Spirit,Royal Ghost,Bandit,Lightning,Barbarian Barrel,Ram Rider,Golden Knight,Electro Wizard,Goblin Barrel,Witch,Mega Minion,Valkyrie,Hog Rider,2.0,1.0
3,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Electro Spirit,Royal Ghost,Bandit,Lightning,Barbarian Barrel,Ram Rider,Archer Queen,Witch,Mini P.E.K.K.A,Zap,Goblin Giant,Bandit,Firecracker,2.0,1.0
4,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Electro Spirit,Royal Ghost,Bandit,Lightning,Barbarian Barrel,Ram Rider,Electro Wizard,Mega Knight,Lightning,Barbarian Barrel,Goblin Cage,Earthquake,Magic Archer,2.0,1.0
5,Ladder,Electro Giant,Barbarian Barrel,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,P.E.K.K.A,Electro Wizard,Royal Ghost,Lightning,Ram Rider,Fisherman,Zap,Golden Knight,1.0,0.0
6,Ladder,Electro Giant,Barbarian Barrel,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,Skeleton Army,Minion Horde,Clone,Rage,Cannon Cart,Zappies,Rascals,Princess,1.0,0.0
7,Ladder,Electro Giant,Barbarian Barrel,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,Wall Breakers,Bandit,Royal Ghost,Princess,Goblin Drill,Royal Recruits,Elite Barbarians,Magic Archer,2.0,1.0
8,Ladder,Electro Giant,Barbarian Barrel,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,Royal Hogs,Royal Recruits,Fireball,Barbarian Barrel,Goblin Cage,Flying Machine,Arrows,Zappies,0.0,1.0
9,Ladder,Electro Giant,Barbarian Barrel,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,Archer Queen,Goblin Cage,Earthquake,Fire Spirit,Skeletons,Royal Delivery,Royal Hogs,The Log,1.0,0.0
10,Ladder,Electro Giant,Barbarian Barrel,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,Mortar,Miner,Cannon Cart,Guards,Minion Horde,The Log,Spear Goblins,Fireball,1.0,0.0
11,Ladder,Electro Giant,Barbarian Barrel,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,Rocket,Rascals,Goblin Gang,The Log,Princess,Dart Goblin,Prince,Goblin Barrel,0.0,1.0
12,Ladder,Electro Giant,Barbarian Barrel,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,Archer Queen,Bats,Fireball,Guards,Miner,Mortar,The Log,Valkyrie,1.0,0.0
13,Ladder,Electro Giant,Barbarian Barrel,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,Knight,Tombstone,Fireball,Barbarian Barrel,Tornado,Baby Dragon,Graveyard,Archer Queen,1.0,0.0
14,Ladder,Electro Giant,Barbarian Barrel,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,Inferno Dragon,Mega Knight,Lightning,Arrows,Bandit,Ram Rider,Dark Prince,Electro Wizard,1.0,0.0
15,Ladder,Electro Giant,Barbarian Barrel,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,Mega Knight,Archer Queen,Royal Ghost,Lightning,Ram Rider,Electro Spirit,Bandit,Barbarian Barrel,1.0,0.0
16,Ladder,Electro Giant,Barbarian Barrel,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,P.E.K.K.A,Zap,Electro Wizard,Archer Queen,Bandit,Royal Ghost,Fireball,Battle Ram,1.0,0.0
17,Ladder,Electro Giant,Barbarian Barrel,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,Royal Recruits,Royal Hogs,Goblin Cage,Zappies,Flying Machine,Electro Spirit,Barbarian Barrel,Fireball,1.0,0.0
18,Ladder,Electro Giant,Skeletons,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,Goblin Hut,Furnace,Rocket,Musketeer,Valkyrie,Arrows,Skeleton Army,Goblin Barrel,1.0,0.0
19,Ladder,Electro Giant,Skeletons,Goblin Cage,Tornado,Baby Dragon,Lightning,Golden Knight,Ice Wizard,Lava Hound,Arrows,Goblin Gang,Inferno Dragon,Fireball,Guards,Valkyrie,Balloon,2.0,1.0
20,Ladder,Electro Giant,Bomber,Goblin Cage,Tornado,Barbarian Barrel,Lightning,Golden Knight,Inferno Dragon,Rocket,Princess,The Log,Skeletons,Inferno Tower,Electro Spirit,Valkyrie,Goblin Barrel,0.0,1.0
21,Ladder_CrownRush,Electro Giant,Bomber,Goblin Cage,Tornado,Skeletons,Lightning,Golden Knight,Inferno Dragon,Furnace,Barbarians,Minion Horde,Fireball,Royal Hogs,Miner,The Log,Ice Wizard,0.0,1.0
22,Ladder_CrownRush,Electro Giant,Bomber,Goblin Cage,Tornado,Skeletons,Lightning,Golden Knight,Inferno Dragon,Balloon,Bowler,Electro Dragon,Inferno Dragon,Lumberjack,Freeze,Tornado,Barbarian Barrel,0.0,1.0
23,Ladder_CrownRush,Electro Giant,Bomber,Goblin Cage,Tornado,Barbarian Barrel,Lightning,Golden Knight,Inferno Dragon,Ram Rider,Bandit,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Zap,Lightning,Baby Dragon,0.0,1.0
24,Ladder_CrownRush,Electro Giant,Baby Dragon,Goblin Cage,Tornado,Barbarian Barrel,Lightning,Golden Knight,Inferno Dragon,Mortar,Goblin Gang,Zap,Hog Rider,Bats,Fireball,Minion Horde,Spear Goblins,0.0,1.0
