County_full,longitude,latitude,D,E,F,color
"Montgomery County, NY",-74.4039,42.9337,71.0,9.7,0.05,green
"Cache County, UT",-111.8833,41.7803,27.0,4.7,0.02,green
"Flagler County, FL",-81.2122,29.5224,30.0,3.7,0.02,green
"Kankakee County, IL",-87.8932,41.1134,32.0,5.1,0.0,green
"Franklin County, MO",-91.0684,38.4116,34.0,5.0,0.04,green
"Floyd County, IN",-85.9265,38.3319,45.0,6.3,0.03,green
"Jackson County, MS",-88.649,30.4846,24.0,1.2,0.02,green
"Madison County, VA",-78.2233,38.3963,264.0,7.0,0.03,yellow
"Lawrence County, KY",-82.7273,38.0676,229.0,8.7,0.05,yellow
"Whiteside County, IL",-89.8919,41.7488,63.0,3.5,0.01,green
"Toa Baja Municipio, PR",-66.2203,18.4262,47.0,1.5,0.0,green
"Hampton city, VA",-76.363,37.0551,26.0,1.9,0.02,green
"McDowell County, WV",-81.5783,37.3877,199.0,8.3,0.06,green
"Licking County, OH",-82.4933,40.0461,20.0,1.3,0.02,green
"Spartanburg County, SC",-81.9807,34.9676,11.0,1.9,0.01,green
"Cape May County, NJ",-74.8305,39.053,37.0,4.5,0.01,green
"Fleming County, KY",-83.8078,38.4227,233.0,5.0,0.01,yellow
"Laramie County, WY",-104.5459,41.1711,34.0,9.7,0.02,green
"Douglas County, GA",-84.6775,33.7597,23.0,6.7,0.04,green
"Polk County, OR",-123.3925,44.9389,39.0,5.9,0.02,green
"Logan County, KY",-86.853,36.8407,125.0,4.9,0.02,green
"Panola County, TX",-94.3869,32.1413,147.0,0.8,0.02,green
"Madison County, IN",-85.7221,40.134,26.0,4.5,0.02,green
"Columbia County, NY",-73.657,42.2391,57.0,1.7,0.02,green
"Columbus County, NC",-78.6556,34.3265,61.0,1.6,0.01,green
"Garrett County, MD",-79.2897,39.4952,117.0,4.6,0.03,green
"Cascade County, MT",-111.3846,47.4258,42.0,3.3,0.01,green
"Preston County, WV",-79.6878,39.4776,102.0,9.0,0.05,green
"Flathead County, MT",-114.3003,48.2329,33.0,1.6,0.04,green
"Indiana County, PA",-79.1263,40.6434,40.0,3.1,0.02,green
"St. Francis County, AR",-90.7893,35.0132,136.0,0.0,0.0,green
"Bee County, TX",-97.7972,28.4491,104.0,8.3,0.05,green
"Ashtabula County, OH",-80.7844,41.7675,34.0,5.2,0.02,green
"Mason County, WV",-82.073,38.8594,124.0,7.2,0.1,green
"Douglas County, MN",-95.4333,45.9269,87.0,1.7,0.02,green
"Martin County, KY",-82.4812,37.8554,295.0,8.7,0.05,yellow
"Karnes County, TX",-97.8717,28.8928,212.0,8.3,0.05,yellow
"Broomfield County, CO",-105.0527,39.9541,47.0,1.8,0.01,green
"Lapeer County, MI",-83.2256,43.0816,38.0,3.0,0.02,green
"Cherokee County, GA",-84.4794,34.2355,13.0,6.7,0.04,green
"Nottoway County, VA",-78.1021,37.1446,217.0,5.3,0.03,yellow
"Willacy County, TX",-97.7493,26.4505,155.0,1.3,0.03,green
"Fayette County, GA",-84.5013,33.395,29.0,3.6,0.03,green
"Austin County, TX",-96.1897,29.8115,110.0,6.4,0.04,green
"Ware County, GA",-82.3556,31.233,90.0,1.4,0.04,green
"Seneca County, NY",-76.7251,42.6189,94.0,6.6,0.06,green
"Adams County, PA",-77.1843,39.8881,31.0,1.5,0.03,green
"Marion County, AR",-92.6805,36.2768,192.0,1.7,0.01,green
"Delaware County, OH",-83.0231,40.2901,15.0,6.0,0.02,green
"Mercer County, KY",-84.824,37.8136,146.0,8.2,0.03,green
"Bath County, KY",-83.7679,38.1524,256.0,2.5,0.04,yellow
"Livingston County, NY",-77.7768,42.7364,51.0,4.4,0.03,green
"Johnson County, IN",-86.0947,39.483,20.0,3.9,0.02,green
"Weber County, UT",-111.9782,41.2471,12.0,3.1,0.02,green
"Jefferson County, WV",-77.832,39.3187,54.0,6.2,0.04,green
"Houston County, GA",-83.6628,32.5781,20.0,3.5,0.01,green
"Tangipahoa Parish, LA",-90.4923,30.6683,23.0,2.8,0.01,green
"Polk County, AR",-94.3419,34.4037,155.0,5.0,0.01,green
"Marquette County, MI",-87.6092,46.4891,46.0,4.0,0.03,green
"St. Mary's County, MD",-76.5932,38.2974,27.0,1.9,0.02,green
"Scott County, TN",-84.5346,36.4339,140.0,0.0,0.0,green
"Rio Arriba County, NM",-106.2576,36.2721,80.0,5.0,0.04,green
"Otter Tail County, MN",-95.6781,46.3861,53.0,3.1,0.03,green
"San Sebastián Municipio, PR",-66.9823,18.333,87.0,1.5,0.0,green
"Elkhart County, IN",-85.8742,41.6043,15.0,2.1,0.04,green
"Sullivan County, NY",-74.741,41.711,41.0,4.5,0.03,green
"Smith County, TX",-95.2785,32.2945,13.0,5.0,0.05,green
"Bossier Parish, LA",-93.6298,32.6303,24.0,5.6,0.02,green
"Jefferson County, WI",-88.7873,43.0208,35.0,0.5,0.03,green
"Belknap County, NH",-71.5356,43.5077,49.0,4.3,0.02,green
"Midland County, MI",-84.3997,43.6869,36.0,5.3,0.02,green
"Ionia County, MI",-85.0365,42.9574,46.0,4.9,0.04,green
"Winona County, MN",-91.7969,44.0411,59.0,6.4,0.01,green
"Wythe County, VA",-81.0517,36.9242,105.0,5.6,0.05,green
"Patrick County, VA",-80.2336,36.6374,170.0,1.0,0.02,green
"Montezuma County, CO",-108.5514,37.3771,115.0,2.0,0.02,green
"DeSoto County, MS",-90.0058,34.9275,16.0,1.9,0.02,green
"Chester County, TN",-88.5417,35.4179,173.0,3.8,0.05,green
"Hempstead County, AR",-93.6582,33.7291,139.0,0.8,0.01,green
"Richland County, ND",-96.8659,46.2815,185.0,3.8,0.03,green
"Benton County, OR",-123.3991,44.5108,32.0,1.8,0.03,green
"Waldo County, ME",-69.0325,44.428,76.0,3.8,0.03,green
"Lancaster County, SC",-80.7362,34.6807,31.0,2.4,0.01,green
"Athens County, OH",-82.061,39.3721,46.0,3.4,0.04,green
"Portage County, WI",-89.4588,44.4812,42.0,2.8,0.05,green
"Gaines County, TX",-102.5436,32.859,140.0,4.5,0.0,green
"Williamson County, IL",-88.9749,37.7671,44.0,3.8,0.02,green
"Scotland County, NC",-79.4983,34.8076,83.0,1.6,0.01,green
"Kaufman County, TX",-96.3458,32.5903,21.0,4.6,0.03,green
"Logan County, OK",-97.4257,35.9666,60.0,6.3,0.04,green
"Idaho County, ID",-116.109,45.9215,174.0,2.1,0.01,green
"Muhlenberg County, KY",-87.1107,37.24,95.0,3.0,0.01,green
"Nicholas County, KY",-84.0333,38.3162,399.0,0.0,0.01,yellow
"Sampson County, NC",-78.3737,34.9655,46.0,2.8,0.04,green
"Menominee County, MI",-87.5837,45.4558,127.0,1.9,0.02,green
"Colbert County, AL",-87.7005,34.7113,52.0,4.9,0.01,green
"Hemphill County, TX",-100.3838,35.9096,759.0,0.0,0.0,yellow
"Staunton city, VA",-79.0611,38.1593,116.0,6.8,0.03,green
"Douglas County, WI",-91.8493,46.5125,67.0,5.5,0.03,green
"Washington County, VA",-81.8468,36.735,54.0,6.9,0.07,green
"Greene County, PA",-80.0901,39.8689,80.0,3.5,0.03,green
"Arecibo Municipio, PR",-66.6527,18.4288,35.0,1.5,0.0,green
"Pierce County, WI",-92.4397,44.7017,68.0,1.1,0.01,green
"Polk County, MN",-96.2405,47.6604,92.0,2.4,0.01,green
"Culpeper County, VA",-78.0001,38.4705,55.0,7.0,0.03,green
"Onslow County, NC",-77.3957,34.6928,15.0,3.8,0.03,green
"Clinton County, MO",-94.4087,39.6198,142.0,4.2,0.05,green
"Jefferson County, AR",-92.0036,34.3096,43.0,2.3,0.01,green
"Sanpete County, UT",-111.6422,39.3643,91.0,3.2,0.02,green
"Rankin County, MS",-90.0203,32.227,18.0,2.1,0.03,green
"Perry County, IL",-89.3718,38.0453,134.0,3.8,0.02,green
"Rockdale County, GA",-84.0167,33.6846,31.0,3.6,0.03,green
"Carroll County, AR",-93.5827,36.4326,99.0,1.2,0.0,green
"Trinity County, TX",-95.2753,30.9798,191.0,2.7,0.03,green
"Roane County, TN",-84.5258,35.9185,52.0,2.2,0.04,green
"Warren County, VA",-78.1121,38.9447,70.0,6.2,0.04,green
"Hardeman County, TN",-89.0054,35.2026,112.0,3.8,0.05,green
"Bay County, MI",-83.9426,43.6655,27.0,1.2,0.01,green
"Hendricks County, IN",-86.5223,39.7606,16.0,3.9,0.02,green
"Duplin County, NC",-77.9796,34.9249,46.0,1.9,0.07,green
"Jefferson County, PA",-78.9772,41.0955,62.0,4.2,0.06,green
"Prince George County, VA",-77.319,37.1792,70.0,8.0,0.04,green
"Chippewa County, MI",-84.1435,46.2354,72.0,0.8,0.03,green
"Moore County, NC",-79.4439,35.2392,27.0,3.1,0.03,green
"Walworth County, WI",-88.5311,42.6354,26.0,0.5,0.03,green
"Walker County, TX",-95.4783,30.6965,37.0,2.7,0.03,green
"Wagoner County, OK",-95.5129,35.9325,33.0,4.2,0.06,green
"Wapello County, IA",-92.4631,41.0406,77.0,2.0,0.01,green
"Columbia County, OR",-122.939,45.9274,52.0,3.5,0.04,green
"Van Buren County, MI",-86.0006,42.2667,36.0,5.0,0.05,green
"Saginaw County, MI",-84.008,43.3575,14.0,0.7,0.02,green
"Wyoming County, WV",-81.4887,37.6094,132.0,6.1,0.04,green
"Lafayette County, MS",-89.5393,34.3752,50.0,1.2,0.03,green
"Texas County, MO",-91.94,37.328,106.0,2.4,0.03,green
"Montcalm County, MI",-85.1747,43.3089,42.0,4.9,0.04,green
"Coffee County, GA",-82.8486,31.5612,62.0,4.5,0.02,green
"Appomattox County, VA",-78.7545,37.3117,170.0,6.9,0.05,green
"Hall County, GA",-83.8134,34.3119,13.0,2.8,0.03,green
"Cocke County, TN",-83.1446,35.985,72.0,7.6,0.05,green
"Williamsburg city, VA",-76.7076,37.2692,174.0,1.9,0.02,green
"Payne County, OK",-96.8999,36.0753,32.0,0.9,0.02,green
"Fulton County, IL",-90.1967,40.4996,76.0,6.5,0.01,green
"Estill County, KY",-83.9594,37.692,184.0,4.4,0.03,green
"Clallam County, WA",-123.5789,48.1223,34.0,0.9,0.01,green
"Butler County, MO",-90.3469,36.6749,61.0,1.3,0.01,green
"Sitka City and Borough, AK",-135.3153,57.2401,306.0,4.3,0.02,yellow
"Wayne County, PA",-75.3247,41.5124,51.0,6.1,0.05,green
"DeKalb County, MO",-94.4481,39.8686,207.0,7.9,0.06,yellow
"DeKalb County, AL",-85.7953,34.4895,36.0,2.4,0.01,green
"Kerr County, TX",-99.1851,30.0586,49.0,0.0,0.0,green
"Boone County, IN",-86.4936,40.016,38.0,1.5,0.01,green
"Titus County, TX",-95.0751,33.2115,79.0,5.8,0.01,green
"Charlton County, GA",-82.0143,30.8498,194.0,4.7,0.03,green
"Rapides Parish, LA",-92.4529,31.1871,20.0,5.8,0.02,green
"Hart County, KY",-85.8759,37.2711,137.0,4.8,0.01,green
"Newton County, MO",-94.3748,36.952,45.0,4.3,0.04,green
"Lafayette County, MO",-93.7961,39.08,79.0,4.2,0.05,green
"Cole County, MO",-92.2869,38.507,34.0,4.5,0.04,green
"Monroe County, WI",-90.5908,43.9266,56.0,6.6,0.02,green
"Blue Earth County, MN",-94.008,44.059,38.0,3.8,0.02,green
"Louisa County, VA",-77.976,38.0457,69.0,7.0,0.03,green
"Stanly County, NC",-80.2738,35.3321,41.0,2.1,0.04,green
"Wetzel County, WV",-80.6342,39.602,173.0,7.9,0.02,green
"Lamoille County, VT",-72.7108,44.6005,103.0,6.1,0.02,green
"McIntosh County, GA",-81.4315,31.3568,181.0,4.7,0.03,green
"Wayne County, WV",-82.5243,38.2309,66.0,8.7,0.05,green
"Mahoning County, OH",-80.7805,41.0188,11.0,2.8,0.02,green
"Breckinridge County, KY",-86.4562,37.8282,127.0,9.0,0.03,green
"Shenandoah County, VA",-78.553,38.8471,60.0,6.2,0.04,green
"Logan County, IL",-89.3895,40.1245,91.0,1.5,0.01,green
"Cleveland County, NC",-81.5497,35.3285,27.0,0.8,0.05,green
"Delaware County, NY",-74.8205,42.2679,59.0,2.7,0.02,green
"Kusilvak Census Area, AK",-163.9576,62.1312,313.0,3.1,0.03,yellow
"Haywood County, NC",-82.9429,35.5271,40.0,1.6,0.03,green
"Berkeley County, SC",-79.9841,33.1886,11.0,4.4,0.02,green
"Clark County, AR",-93.1882,34.0563,112.0,2.3,0.03,green
"Newton County, GA",-83.8087,33.5682,22.0,6.4,0.03,green
"Randolph County, WV",-79.9061,38.7978,87.0,1.7,0.03,green
"Chenango County, NY",-75.6666,42.4638,53.0,2.7,0.02,green
"Lincoln County, ID",-114.2758,42.9672,466.0,1.5,0.03,yellow
"Stevens County, WA",-117.8033,48.3683,55.0,3.9,0.04,green
"Polk County, WI",-92.4664,45.4456,57.0,3.5,0.03,green
"Allegany County, NY",-78.0252,42.2903,54.0,3.8,0.05,green
"Ohio County, KY",-86.8759,37.4394,104.0,7.4,0.02,green
"Morgan County, IL",-90.2615,39.6953,74.0,3.9,0.01,green
"Spencer County, KY",-85.3529,38.0769,129.0,4.9,0.03,green
"Cabo Rojo Municipio, PR",-67.1645,18.0389,53.0,1.5,0.0,green
"Panola County, MS",-89.9327,34.3441,73.0,1.9,0.02,green
"Taylor County, WV",-80.0724,39.3038,150.0,9.0,0.05,green
"Kay County, OK",-97.1813,36.7987,57.0,4.4,0.02,green
"Nicholas County, WV",-80.7867,38.298,102.0,4.4,0.06,green
"Rockwall County, TX",-96.4021,32.9091,24.0,4.6,0.03,green
"Phillips County, AR",-90.7852,34.4986,141.0,0.0,0.0,green
"Ouachita County, AR",-92.8847,33.5958,107.0,0.0,0.0,green
"Grays Harbor County, WA",-123.8618,47.0843,33.0,3.9,0.03,green
"Adams County, IL",-91.1803,40.0185,38.0,3.4,0.01,green
"Bailey County, TX",-102.7284,34.2292,357.0,5.1,0.02,yellow
"Pulaski County, VA",-80.657,37.078,73.0,5.6,0.05,green
"Talladega County, AL",-86.2378,33.3044,31.0,0.0,0.0,green
"Stokes County, NC",-80.2833,36.3263,55.0,5.2,0.02,green
"Terrebonne Parish, LA",-90.6866,29.5587,22.0,0.9,0.02,green
"Cass County, IN",-86.2967,40.709,64.0,6.6,0.03,green
"Ohio County, WV",-80.644,40.0939,58.0,7.9,0.02,green
"Valdez-Cordova Census Area, AK",-145.7638,61.7007,261.0,3.1,0.03,yellow
"Rockcastle County, KY",-84.3244,37.3528,144.0,4.4,0.03,green
"Morgan County, AL",-86.9088,34.4732,20.0,4.6,0.03,green
"Northumberland County, PA",-76.677,40.8736,26.0,8.0,0.05,green
"Barry County, MI",-85.2933,42.614,39.0,0.5,0.05,green
"Macon County, MO",-92.5931,39.8464,159.0,5.0,0.03,green
"Polk County, GA",-85.1164,34.0262,56.0,4.2,0.03,green
"Val Verde County, TX",-100.9574,29.4268,49.0,4.5,0.0,green
"Baker County, FL",-82.1428,30.2781,82.0,4.7,0.03,green
"Tom Green County, TX",-100.533,31.4583,20.0,0.6,0.0,green
"Mayes County, OK",-95.1627,36.2829,58.0,3.8,0.03,green
"Grant County, NM",-108.2195,32.7718,89.0,0.0,0.01,green
"Grayson County, VA",-81.1892,36.6805,154.0,3.2,0.01,green
"Fremont County, CO",-105.3421,38.3975,50.0,0.0,0.05,green
"Tioga County, PA",-77.1817,41.8333,59.0,4.9,0.03,green
"Coles County, IL",-88.1995,39.5287,47.0,5.3,0.01,green
"Clay County, FL",-81.7967,30.0603,11.0,4.7,0.03,green
"Ross County, OH",-83.0319,39.383,31.0,8.8,0.03,green
"Jackson County, IL",-89.3502,37.8037,42.0,3.8,0.02,green
"Caswell County, NC",-79.2741,36.4742,106.0,1.0,0.02,green
"Jefferson County, TN",-83.4078,36.0826,44.0,2.0,0.03,green
"Perry County, MO",-89.7849,37.6981,125.0,1.3,0.01,green
"Fairfield County, OH",-82.614,39.7816,15.0,3.4,0.04,green
"Grayson County, TX",-96.6791,33.6189,18.0,0.4,0.03,green
"Genesee County, NY",-78.2914,42.9799,42.0,4.4,0.03,green
"Grant County, WA",-119.3949,47.3044,25.0,3.1,0.03,green
"Jackson County, KY",-83.9741,37.3778,180.0,4.4,0.03,green
"Platte County, MO",-94.7223,39.3294,23.0,4.2,0.05,green
"Christian County, IL",-89.3112,39.5546,71.0,1.5,0.01,green
"Walla Walla County, WA",-118.4578,46.1256,38.0,3.9,0.03,green
"Pottawatomie County, OK",-96.9789,35.2263,32.0,6.3,0.04,green
"Clarke County, GA",-83.3252,33.9587,18.0,2.0,0.02,green
"Houston County, AL",-85.3054,31.1812,22.0,2.2,0.02,green
"Bulloch County, GA",-81.814,32.4329,29.0,0.8,0.01,green
"Lawrence County, MO",-93.8013,37.0637,60.0,2.4,0.03,green
"Rolette County, ND",-99.7933,48.8057,162.0,0.0,0.01,green
"Blaine County, OK",-98.4338,35.8762,244.0,4.4,0.01,yellow
"Scioto County, OH",-82.9673,38.792,31.0,8.8,0.03,green
"Bryan County, OK",-96.3592,33.9519,48.0,0.4,0.03,green
"Lyon County, KY",-88.0959,37.0677,280.0,3.9,0.02,yellow
"Drew County, AR",-91.6236,33.6272,126.0,2.3,0.01,green
"Susquehanna County, PA",-75.7115,41.8632,57.0,7.5,0.04,green
"Burleigh County, ND",-100.4926,46.9233,24.0,7.6,0.04,green
"Tehama County, CA",-122.1496,40.1102,35.0,8.6,0.04,green
"Smyth County, VA",-81.5709,36.8219,76.0,6.9,0.07,green
"Garza County, TX",-101.3814,33.1911,369.0,5.1,0.02,yellow
"Branch County, MI",-85.0915,41.9657,53.0,1.7,0.02,green
"Houghton County, MI",-88.4932,47.1759,64.0,6.5,0.03,green
"Mason County, MI",-86.2669,44.003,79.0,5.0,0.05,green
"Spalding County, GA",-84.2487,33.2374,34.0,5.5,0.05,green
"Toa Alta Municipio, PR",-66.2438,18.3704,31.0,1.5,0.0,green
"Cibola County, NM",-107.6843,35.0994,82.0,6.4,0.03,green
"Bandera County, TX",-99.0019,29.6624,95.0,6.6,0.03,green
"Hardin County, TN",-88.2518,35.2599,86.0,0.0,0.0,green
"Coffee County, TN",-86.0955,35.4852,39.0,0.0,0.02,green
"Morgan County, UT",-111.7352,41.0945,181.0,3.1,0.02,green
"Burnet County, TX",-98.2809,30.6243,46.0,2.0,0.02,green
"Mississippi County, MO",-89.3181,36.8817,167.0,1.3,0.01,green
"Sherburne County, MN",-93.7561,45.3885,23.0,3.6,0.04,green
"Manitowoc County, WI",-87.8138,44.1139,28.0,2.9,0.02,green
"Grady County, OK",-97.8913,35.0716,39.0,2.4,0.01,green
"Chippewa County, WI",-91.2589,45.0319,34.0,5.1,0.04,green
"Union County, OH",-83.3426,40.2586,37.0,5.8,0.03,green
"Stark County, OH",-81.3856,40.8059,6.0,2.5,0.01,green
"Medina County, OH",-81.9097,41.096,12.0,2.6,0.02,green
"Bladen County, NC",-78.6273,34.5831,67.0,1.6,0.01,green
"Lauderdale County, AL",-87.5631,34.8827,24.0,4.9,0.01,green
"Allen County, KY",-86.2018,36.7521,103.0,4.9,0.02,green
"Eagle County, CO",-106.719,39.5961,40.0,3.3,0.02,green
"Macoupin County, IL",-89.891,39.2049,49.0,4.1,0.01,green
"Kodiak Island Borough, AK",-153.17,57.6378,169.0,3.1,0.03,green
"Monroe County, FL",-81.0523,24.8053,30.0,3.1,0.02,green
"Taney County, MO",-93.1526,36.6794,38.0,5.4,0.03,green
"Humacao Municipio, PR",-65.8092,18.1406,41.0,1.5,0.0,green
"Nicollet County, MN",-94.1864,44.3006,61.0,3.8,0.02,green
"Boyle County, KY",-84.8398,37.6255,70.0,8.2,0.03,green
"McCurtain County, OK",-94.8328,34.0325,64.0,0.8,0.01,green
"Harrison County, IN",-86.0973,38.1907,52.0,6.3,0.03,green
"Buckingham County, VA",-78.5691,37.5869,122.0,7.0,0.03,green
"Garrard County, KY",-84.5817,37.6152,119.0,8.2,0.03,green
"Grayson County, KY",-86.2884,37.487,79.0,9.0,0.03,green
"Vernon County, WI",-90.8625,43.6214,68.0,6.6,0.02,green
"Wexford County, MI",-85.569,44.3212,62.0,5.9,0.04,green
"Lewis County, KY",-83.332,38.6296,158.0,8.8,0.03,green
"Teton County, WY",-110.8156,43.5158,89.0,1.9,0.0,green
"Boone County, IL",-88.8271,42.3309,39.0,1.9,0.02,green
"Gurabo Municipio, PR",-65.9816,18.2499,45.0,1.5,0.0,green
"Guayanilla Municipio, PR",-66.7924,18.0132,119.0,1.5,0.0,green
"Mercer County, PA",-80.3225,41.2934,19.0,2.8,0.02,green
"Salinas Municipio, PR",-66.2523,18.0013,77.0,1.5,0.0,green
"Tate County, MS",-89.976,34.6492,74.0,1.9,0.02,green
"Amador County, CA",-120.7795,38.4003,53.0,5.9,0.04,green
"Marinette County, WI",-87.9925,45.3737,52.0,1.9,0.02,green
"Toombs County, GA",-82.3511,32.1966,78.0,0.7,0.02,green
"Avery County, NC",-81.8898,36.1266,120.0,0.0,0.03,green
"Rockbridge County, VA",-79.458,37.8086,93.0,6.8,0.03,green
"Macon County, IL",-88.9788,39.8563,19.0,2.6,0.01,green
"Rusk County, TX",-94.7657,32.1918,37.0,0.8,0.02,green
"Sheboygan County, WI",-87.906,43.6992,17.0,2.9,0.02,green
"Richland County, OH",-82.5457,40.7664,17.0,4.0,0.02,green
"North Slope Borough, AK",-155.4091,69.92,203.0,3.1,0.03,yellow
"Warren County, PA",-79.2574,41.867,51.0,2.8,0.04,green
"Choctaw County, MS",-89.287,33.2892,244.0,0.0,0.0,yellow
"Fillmore County, MN",-92.0331,43.695,95.0,6.4,0.01,green
"Box Elder County, UT",-112.1653,41.6718,36.0,3.1,0.02,green
"Yadkin County, NC",-80.6779,36.2041,53.0,5.2,0.02,green
"Crosby County, TX",-101.3861,33.6635,349.0,5.1,0.02,yellow
"Shiawassee County, MI",-84.1024,42.9426,29.0,4.4,0.06,green
"Upshur County, TX",-94.9078,32.6598,48.0,0.8,0.02,green
"Sedgwick County, KS",-97.448,37.7019,4.0,2.5,0.01,green
"Warren County, MO",-91.0917,38.7516,56.0,1.2,0.04,green
"Calloway County, KY",-88.3138,36.6199,51.0,0.9,0.01,green
"Columbia County, PA",-76.4088,41.0172,31.0,7.6,0.05,green
"Lincoln County, MT",-115.3237,48.6149,100.0,1.6,0.04,green
"Union County, KY",-87.8975,37.6796,139.0,1.7,0.02,green
"Lorain County, OH",-82.1396,41.3362,6.0,4.6,0.02,green
"Lawrence County, OH",-82.5368,38.4751,34.0,8.7,0.05,green
"Lee County, AL",-85.3894,32.6008,12.0,0.7,0.01,green
"Hamblen County, TN",-83.3006,36.2046,31.0,2.0,0.03,green
"Grundy County, IL",-88.3454,41.2584,39.0,2.0,0.01,green
"Madison County, AR",-93.7877,36.0229,121.0,2.9,0.03,green
"Juncos Municipio, PR",-65.8957,18.2305,52.0,1.5,0.0,green
"Hancock County, MS",-89.4351,30.3333,42.0,1.1,0.01,green
"Davie County, NC",-80.4888,35.9158,47.0,5.2,0.02,green
"Fulton County, AR",-91.7638,36.4446,160.0,1.3,0.03,green
"Rogers County, OK",-95.6139,36.3309,22.0,3.8,0.03,green
"Asotin County, WA",-117.0595,46.3856,89.0,2.1,0.01,green
"Schoharie County, NY",-74.4801,42.7499,65.0,2.7,0.02,green
"Fayette County, IL",-88.9818,38.9926,94.0,0.0,0.01,green
"Angelina County, TX",-94.6846,31.2735,23.0,2.7,0.03,green
"Garfield County, OK",-97.8288,36.3996,33.0,4.4,0.01,green
"Bastrop County, TX",-97.3026,30.1762,23.0,2.0,0.02,green
"Mower County, MN",-92.7705,43.6721,50.0,6.4,0.01,green
"Jackson Parish, LA",-92.6387,32.3031,127.0,1.0,0.0,green
"Carson County, TX",-101.2089,35.3887,337.0,2.0,0.03,yellow
"Jasper County, MO",-94.3841,37.1723,16.0,4.3,0.04,green
"Taylor County, TX",-99.8387,32.3707,14.0,2.4,0.01,green
"Independence County, AR",-91.5687,35.7181,50.0,1.3,0.03,green
"Dallas County, IA",-94.0449,41.6862,20.0,2.8,0.02,green
"Nevada County, CA",-120.8738,39.2674,19.0,0.0,0.02,green
"Peach County, GA",-83.818,32.5997,69.0,3.5,0.01,green
"Morrison County, MN",-94.3257,45.9683,57.0,1.8,0.04,green
"Quebradillas Municipio, PR",-66.9427,18.4546,83.0,1.5,0.0,green
"Freeborn County, MN",-93.3802,43.6825,63.0,9.1,0.05,green
"Le Flore County, OK",-94.6802,35.074,38.0,3.2,0.03,green
"Autauga County, AL",-86.5478,32.5625,34.0,3.6,0.02,green
"Delaware County, OK",-94.8078,36.3834,44.0,2.9,0.03,green
"Pitkin County, CO",-106.9762,39.2176,107.0,3.3,0.02,green
"Hocking County, OH",-82.41,39.5349,67.0,3.4,0.04,green
"Fannin County, TX",-96.1595,33.5306,54.0,0.4,0.03,green
"Dade County, GA",-85.5096,34.8741,118.0,5.3,0.03,green
"Matagorda County, TX",-96.0539,28.8774,52.0,0.4,0.02,green
"Stephens County, OK",-97.8917,34.5029,44.0,0.0,0.04,green
"Scott County, MS",-89.4571,32.4125,68.0,2.1,0.03,green
"Pike County, GA",-84.3977,33.0885,100.0,3.1,0.02,green
"Camden County, MO",-92.7469,38.0454,41.0,4.3,0.01,green
"Hancock County, IN",-85.7828,39.842,24.0,1.6,0.01,green
"Putnam County, TN",-85.4643,36.1617,24.0,1.3,0.03,green
"Potter County, TX",-101.8915,35.2301,16.0,2.0,0.03,green
"Wasatch County, UT",-111.3986,40.4905,56.0,4.2,0.03,green
"Esmeralda County, NV",-117.637,37.7064,2176.0,3.9,0.02,yellow
"Marion County, KY",-85.3164,37.5679,99.0,4.9,0.03,green
"Ascension Parish, LA",-90.9329,30.1819,15.0,2.2,0.01,green
"Suffolk city, VA",-76.6398,36.6953,21.0,1.6,0.01,green
"McDonald County, MO",-94.4454,36.596,83.0,4.3,0.04,green
"Franklin County, ME",-70.1923,44.4916,63.0,3.6,0.02,green
"Clatsop County, OR",-123.8226,46.0775,47.0,3.5,0.04,green
"Cayey Municipio, PR",-66.1329,18.1204,45.0,1.5,0.0,green
"Curry County, NM",-103.3015,34.4933,39.0,2.6,0.01,green
"Madison County, MS",-90.1879,32.5256,18.0,2.1,0.03,green
"Dougherty County, GA",-84.1386,31.5266,22.0,1.1,0.04,green
"McNairy County, TN",-88.5146,35.1792,74.0,0.0,0.0,green
"Umatilla County, OR",-118.773,45.7214,24.0,3.9,0.03,green
"Crockett County, TN",-89.1308,35.8006,134.0,3.8,0.05,green
"Cumberland County, TN",-85.0128,35.9613,31.0,0.0,0.02,green
"Carbon County, PA",-75.7421,40.8945,30.0,3.9,0.02,green
"St. Joseph County, MI",-85.498,41.8898,31.0,4.9,0.05,green
"Story County, IA",-93.5141,42.0085,20.0,2.4,0.01,green
"Beckham County, OK",-99.723,35.2933,82.0,3.9,0.0,green
"Etowah County, AL",-86.0732,34.0487,18.0,2.4,0.01,green
"Dorado Municipio, PR",-66.279,18.4365,50.0,1.5,0.0,green
"Muskingum County, OH",-81.9801,39.9652,21.0,5.3,0.05,green
"Chisago County, MN",-92.8874,45.445,32.0,3.5,0.03,green
"Bedford County, PA",-78.4412,40.0767,38.0,3.2,0.02,green
"Livingston County, IL",-88.4855,40.9071,50.0,2.7,0.01,green
"Naranjito Municipio, PR",-66.246,18.302,66.0,1.5,0.0,green
"Ashe County, NC",-81.4893,36.438,66.0,4.0,0.1,green
"Newaygo County, MI",-85.8347,43.442,37.0,5.0,0.05,green
"Barranquitas Municipio, PR",-66.3102,18.1847,65.0,1.5,0.0,green
"Monroe County, TN",-84.3424,35.5226,39.0,2.8,0.03,green
"Dinwiddie County, VA",-77.7219,36.9853,63.0,8.0,0.04,green
"Ogle County, IL",-89.2823,42.0343,36.0,1.9,0.02,green
"Lares Municipio, PR",-66.8821,18.2951,74.0,1.5,0.0,green
