County_full,longitude,latitude,D,E,F,color
"Delta County, TX",-95.7716,33.4049,38.0,4.9,0.0,green
"Borden County, TX",-101.4465,32.767,306.0,5.1,0.02,yellow
"Loving County, TX",-103.5989,31.7073,1183.0,5.2,0.04,yellow
"Dickens County, TX",-100.8462,33.5457,90.0,5.1,0.02,green
"Dimmit County, TX",-99.727,28.4791,20.0,9.9,0.01,green
"Franklin County, GA",-83.1461,34.3965,9.0,4.0,0.02,green
"Dooly County, GA",-83.8326,32.1874,15.0,3.5,0.02,green
"Haskell County, TX",-99.7998,33.2719,35.0,2.4,0.01,green
"Howard County, TX",-101.3764,32.2311,5.0,0.0,0.0,green
"Hancock County, GA",-82.9704,33.2767,24.0,0.0,0.01,green
"Coleman County, TX",-99.4576,31.8519,24.0,0.0,0.0,green
"Cochran County, TX",-102.6864,33.6622,70.0,5.1,0.02,green
"Lynn County, TX",-101.8163,33.1938,34.0,5.1,0.02,green
"Wayne County, UT",-111.4295,38.366,74.0,3.2,0.02,green
"McCulloch County, TX",-99.4753,31.1658,25.0,0.6,0.0,green
"Reeves County, TX",-103.6814,31.2337,13.0,2.9,0.04,green
"Union County, FL",-82.327,29.9984,13.0,9.3,0.03,green
"Sabine County, TX",-93.8745,31.348,19.0,0.9,0.02,green
"Somervell County, TX",-97.7441,32.2462,22.0,5.7,0.02,green
"Tyler County, TX",-94.4543,30.7795,9.0,1.9,0.02,green
"Hendry County, FL",-81.2238,26.7237,5.0,3.4,0.01,green
"Winkler County, TX",-103.1233,31.8043,25.0,2.9,0.04,green
"Young County, TX",-98.6933,33.2204,11.0,0.5,0.02,green
"Sevier County, UT",-112.0201,38.7574,9.0,3.2,0.02,green
"Fairfax city, VA",-77.2998,38.8531,8.0,2.0,0.02,green
"East Feliciana Parish, LA",-91.1167,30.8619,10.0,2.2,0.01,green
"Alamosa County, CO",-105.8648,37.5659,12.0,0.0,0.04,green
"Louisa County, IA",-91.2723,41.2326,18.0,4.9,0.02,green
"Wilkinson County, MS",-91.1823,31.095,23.0,0.0,0.0,green
"Washington County, AL",-88.1702,31.3536,12.0,2.4,0.01,green
"Slope County, ND",-103.6263,46.3892,267.0,0.0,0.0,yellow
"Sioux County, ND",-100.8172,46.2109,47.0,7.6,0.04,green
"Cedar County, MO",-93.9076,37.7024,14.0,0.0,0.0,green
"Oliver County, ND",-101.2977,47.1149,102.0,7.6,0.04,green
"Finney County, KS",-100.9233,37.9809,5.0,1.9,0.0,green
"Cooper County, MO",-92.7836,38.8698,11.0,5.0,0.03,green
"Iron County, WI",-90.248,46.3914,35.0,5.4,0.01,green
"Edwards County, KS",-99.3316,37.9252,71.0,0.0,0.0,green
"Benson County, ND",-99.3486,48.0951,29.0,4.8,0.01,green
"Knox County, MO",-92.1369,40.0985,51.0,0.0,0.0,green
"Brown County, IN",-86.1805,39.2582,13.0,2.8,0.04,green
"Jefferson County, IN",-85.4461,38.7852,6.0,0.7,0.01,green
"Jennings County, IN",-85.6492,39.0203,7.0,1.6,0.02,green
"Maries County, MO",-91.8359,38.2362,23.0,4.5,0.04,green
"LaGrange County, IN",-85.4919,41.6462,5.0,4.1,0.01,green
"Clay County, AL",-85.8637,33.2689,15.0,0.0,0.0,green
"Carroll County, OH",-81.1861,40.5717,7.0,2.5,0.01,green
"Monroe County, MO",-91.9874,39.5293,23.0,0.0,0.0,green
"Union County, MS",-89.0034,34.4842,7.0,1.2,0.0,green
"Chickasaw County, MS",-88.9557,33.9294,12.0,1.6,0.01,green
"Roger Mills County, OK",-99.6464,35.6407,56.0,3.9,0.0,green
"Hamilton County, IL",-88.5603,38.1116,25.0,0.0,0.0,green
"Holmes County, MS",-90.0042,33.1084,12.0,2.1,0.03,green
"Kemper County, MS",-88.5666,32.8005,21.0,1.1,0.03,green
"Montgomery County, MS",-89.6702,33.5206,20.0,2.5,0.0,green
"Noxubee County, MS",-88.5679,33.1126,19.0,2.9,0.01,green
"Pontotoc County, MS",-89.0499,34.2852,6.0,1.2,0.0,green
"Van Wert County, OH",-84.6042,40.8303,7.0,3.5,0.01,green
"Preble County, OH",-84.6281,39.7537,5.0,3.5,0.01,green
"Wilcox County, AL",-87.2885,31.9688,19.0,1.3,0.02,green
"Mercer County, OH",-84.6063,40.5016,5.0,3.5,0.01,green
"Holmes County, OH",-81.906,40.5545,5.0,2.5,0.01,green
"Henry County, OH",-84.0802,41.3183,7.0,2.5,0.01,green
"Howard County, NE",-98.535,41.2054,31.0,1.1,0.03,green
"Fayette County, OH",-83.4572,39.5822,7.0,6.0,0.02,green
"Martin County, IN",-86.8604,38.7558,20.0,1.6,0.0,green
"Posey County, IN",-87.8246,38.1118,8.0,8.3,0.02,green
"Benton County, MS",-89.2025,34.758,24.0,1.9,0.02,green
"Hancock County, IA",-93.7474,43.0888,19.0,6.3,0.02,green
"Ida County, IA",-95.4762,42.3978,29.0,2.9,0.01,green
"Macon County, AL",-85.7778,32.4639,11.0,0.7,0.01,green
"Keokuk County, IA",-92.1876,41.3452,20.0,2.0,0.01,green
"Trousdale County, TN",-86.1568,36.3921,18.0,0.8,0.02,green
"Sweet Grass County, MT",-109.8641,45.7966,54.0,4.9,0.01,green
"Wheatland County, MT",-109.7002,46.4869,94.0,0.0,0.0,green
"Uinta County, WY",-110.5394,41.2935,10.0,0.0,0.0,green
"Cedar County, NE",-97.2588,42.6077,24.0,1.5,0.02,green
"Chase County, NE",-101.6552,40.4858,51.0,0.0,0.0,green
"Valley County, NE",-98.9552,41.55,48.0,0.0,0.0,green
"Saline County, NE",-97.1072,40.4989,14.0,3.9,0.02,green
"Franklin County, NE",-98.9383,40.1869,67.0,4.4,0.04,green
"Pierce County, NE",-97.5831,42.2798,28.0,0.0,0.02,green
"Madison County, NE",-97.6369,41.9464,6.0,0.0,0.02,green
"Keith County, NE",-101.6548,41.1894,25.0,4.2,0.03,green
"Kearney County, NE",-98.9694,40.4782,31.0,4.4,0.04,green
"Worth County, IA",-93.2582,43.3372,27.0,6.3,0.02,green
"Sierra County, NM",-107.3959,33.0482,19.0,2.4,0.02,green
"Spencer County, IN",-87.0253,38.0286,10.0,8.3,0.02,green
"Torrance County, NM",-106.0198,34.7555,13.0,6.4,0.03,green
"Steuben County, IN",-84.9934,41.6522,6.0,4.1,0.01,green
"St. Clair County, MO",-93.7331,38.0269,21.0,4.2,0.03,green
"Union County, IN",-84.8725,39.6022,28.0,6.2,0.03,green
"Cleburne County, AL",-85.4872,33.6534,13.0,5.4,0.01,green
"Schuyler County, MO",-92.5218,40.4598,43.0,0.0,0.0,green
"Vernon County, MO",-94.3702,37.8593,10.0,0.0,0.0,green
"Adair County, IA",-94.5266,41.2615,28.0,2.8,0.02,green
"Big Horn County, MT",-107.527,45.4517,15.0,8.6,0.02,green
"Carbon County, MT",-109.0578,45.3485,19.0,8.6,0.02,green
"Buena Vista County, IA",-95.1355,42.7523,10.0,2.9,0.01,green
"Arroyo Municipio, PR",-66.0486,17.9962,12.0,1.5,0.0,green
"Clayton County, IA",-91.2943,42.8531,11.0,2.0,0.01,green
"Dickinson County, IA",-95.1201,43.3863,12.0,0.0,0.0,green
"Grundy County, IA",-92.7556,42.3664,16.0,4.5,0.01,green
"Ford County, IL",-88.244,40.65,15.0,5.3,0.01,green
"Hardin County, OH",-83.6534,40.7021,6.0,3.5,0.01,green
"Grant County, SD",-96.6845,45.1388,28.0,2.0,0.0,green
"Hardy County, WV",-78.7778,39.0721,15.0,4.6,0.03,green
"Gogebic County, MI",-89.8079,46.4135,14.0,5.4,0.01,green
"Stevens County, KS",-101.2758,37.2498,36.0,0.0,0.0,green
"Presque Isle County, MI",-83.8579,45.3387,16.0,9.9,0.05,green
"Edmunds County, SD",-99.3743,45.4809,52.0,1.6,0.0,green
"Day County, SD",-97.6211,45.3701,37.0,1.6,0.0,green
"Clay County, SD",-97.063,42.9576,14.0,1.5,0.02,green
"Osborne County, KS",-98.7822,39.433,58.0,0.0,0.02,green
"Lake County, SD",-97.0553,43.9986,16.0,5.4,0.04,green
"Terrell County, GA",-84.4169,31.8042,23.0,1.1,0.04,green
"Big Stone County, MN",-96.4231,45.4395,40.0,5.4,0.0,green
"Marlboro County, SC",-79.6442,34.6249,8.0,3.3,0.03,green
"Nemaha County, KS",-95.9841,39.7891,20.0,6.3,0.02,green
"Chippewa County, MN",-95.6526,44.9874,17.0,1.2,0.0,green
"Clearwater County, MN",-95.4293,47.5345,23.0,3.6,0.05,green
"Gladwin County, MI",-84.4882,43.9324,8.0,5.3,0.02,green
"Choctaw County, AL",-88.2679,31.9662,16.0,1.1,0.03,green
"Humphreys County, TN",-87.7966,36.0734,11.0,5.2,0.02,green
"Miller County, GA",-84.7084,31.1379,35.0,2.5,0.02,green
"Claiborne Parish, LA",-93.0227,32.8018,13.0,0.0,0.0,green
"Meigs County, TN",-84.7933,35.5291,16.0,2.8,0.03,green
"Morgan County, GA",-83.4911,33.6279,10.0,2.0,0.02,green
"St. Helena Parish, LA",-90.6622,30.7562,20.0,2.8,0.01,green
"St. James Parish, LA",-90.7797,30.0298,9.0,2.9,0.01,green
"Taliaferro County, GA",-82.8458,33.5573,130.0,1.9,0.03,green
"Baraga County, MI",-88.4525,46.774,24.0,6.5,0.03,green
"Yankton County, SD",-97.3524,42.9464,9.0,1.5,0.02,green
"Kent County, MD",-76.091,39.2508,10.0,0.0,0.0,green
"Worcester County, MD",-75.2813,38.2692,4.0,4.0,0.02,green
"Perkins County, SD",-102.481,45.6644,70.0,0.0,0.0,green
"Arenac County, MI",-83.8547,44.0598,13.0,1.2,0.01,green
"Taylor County, GA",-84.166,32.559,25.0,3.5,0.01,green
"Morris County, KS",-96.6243,38.7165,36.0,0.0,0.0,green
"Converse County, WY",-105.4327,42.7227,14.0,7.5,0.01,green
"Forest County, PA",-79.1181,41.4687,28.0,3.1,0.02,green
"Lincoln County, MN",-96.2577,44.3794,35.0,6.4,0.01,green
"Caribou County, ID",-111.7338,42.6516,28.0,3.9,0.02,green
"Lewis County, ID",-116.3818,46.2534,52.0,2.1,0.01,green
"Fremont County, ID",-111.5237,44.0521,15.0,1.8,0.02,green
"Crawford County, IL",-87.7391,39.042,11.0,1.6,0.0,green
"Red Lake County, MN",-96.0422,47.8636,49.0,6.3,0.04,green
"Teton County, ID",-111.1242,43.7153,16.0,1.8,0.02,green
"Haines Borough, AK",-135.6764,59.1832,79.0,4.3,0.02,green
"Calhoun County, IL",-90.639,39.1341,42.0,2.0,0.01,green
"Adams County, ID",-116.3616,44.8518,47.0,1.4,0.02,green
"Marshall County, KS",-96.487,39.8171,21.0,0.0,0.0,green
"Cumberland County, IL",-88.2738,39.2626,19.0,5.3,0.01,green
"Union County, OR",-117.9529,45.339,7.0,4.0,0.04,green
"Cameron Parish, LA",-93.3436,29.8794,14.0,4.0,0.02,green
"Jackson County, KS",-95.7674,39.4365,8.0,6.3,0.02,green
"Stillwater County, MT",-109.2912,45.6241,10.0,8.6,0.02,green
"George County, MS",-88.5959,30.9312,4.0,1.2,0.02,green
"Sheridan County, MT",-104.4701,48.7217,30.0,0.0,0.0,green
"Costilla County, CO",-105.4844,37.3196,26.0,0.0,0.04,green
"Powell County, MT",-112.7544,46.6258,15.0,0.0,0.06,green
"Trinity County, CA",-123.135,40.7087,8.0,9.4,0.04,green
"Rosebud County, MT",-106.5257,45.8439,11.0,8.6,0.02,green
"Boone County, NE",-98.0682,41.6764,19.0,9.5,0.05,green
"Pondera County, MT",-112.2714,48.197,17.0,3.3,0.01,green
"Mineral County, MT",-114.9251,47.2048,23.0,4.7,0.01,green
"Vernon Parish, LA",-93.2131,31.1206,2.0,4.0,0.02,green
"Judith Basin County, MT",-110.195,47.1383,50.0,3.3,0.01,green
"Robertson County, KY",-84.0358,38.5317,47.0,4.8,0.04,green
"Grant County, MN",-95.9876,45.935,17.0,3.1,0.03,green
"Covington County, MS",-89.5739,31.653,5.0,3.8,0.01,green
"Sabine Parish, LA",-93.5392,31.6403,4.0,5.6,0.02,green
"Iberville Parish, LA",-91.2969,30.3122,3.0,2.2,0.01,green
"Holt County, NE",-98.7014,42.4143,10.0,0.0,0.0,green
"Hayes County, NE",-101.1275,40.4478,108.0,0.0,0.0,green
"Harlan County, NE",-99.3696,40.1645,30.0,0.0,0.0,green
"Russell County, VA",-82.1566,36.9431,4.0,6.9,0.07,green
"Hot Springs County, WY",-108.195,43.7022,23.0,5.8,0.02,green
"Johnson County, WY",-106.6756,44.0263,12.0,5.1,0.0,green
"Rockingham County, VA",-78.8349,38.4334,1.0,6.6,0.02,green
"Bent County, CO",-103.0899,38.0879,18.0,0.0,0.0,green
"Fillmore County, NE",-97.5626,40.5229,18.0,9.6,0.0,green
"Deuel County, NE",-102.2722,41.0762,56.0,9.7,0.02,green
"Catahoula Parish, LA",-91.7868,31.7315,11.0,5.8,0.02,green
"Custer County, NE",-99.6305,41.402,9.0,0.0,0.0,green
"Holmes County, FL",-85.7467,30.8476,5.0,2.4,0.02,green
"Clay County, NE",-98.0684,40.5171,16.0,0.0,0.0,green
"Cheyenne County, NE",-102.9412,41.2069,11.0,9.7,0.02,green
"Owen County, KY",-84.8869,38.4779,9.0,2.4,0.04,green
"Jefferson County, MT",-112.083,46.223,8.0,6.8,0.05,green
"Brunswick County, VA",-77.9092,36.7245,6.0,3.0,0.0,green
"Kearny County, KS",-101.1958,37.9609,26.0,1.9,0.0,green
"Elk County, KS",-96.2581,37.387,40.0,7.1,0.0,green
"Phillips County, KS",-99.3712,39.7478,19.0,0.0,0.0,green
"Greenwood County, KS",-96.1545,37.8385,17.0,0.0,0.0,green
"Schoolcraft County, MI",-86.2507,45.9591,12.0,4.0,0.03,green
"Highland County, VA",-79.5809,38.4116,46.0,6.8,0.03,green
"Coffey County, KS",-95.7451,38.2424,12.0,0.0,0.0,green
"Sharkey County, MS",-90.8766,32.8949,23.0,0.0,0.03,green
"Decatur County, KS",-100.358,39.7403,35.0,0.0,0.0,green
"Ness County, KS",-99.8889,38.564,36.0,0.0,0.0,green
"Tallahatchie County, MS",-90.2994,33.9539,7.0,0.0,0.02,green
"Granite County, MT",-113.2262,46.4916,30.0,4.7,0.01,green
"Tunica County, MS",-90.358,34.7162,10.0,1.9,0.02,green
"Ellsworth County, KS",-98.3182,38.6846,16.0,4.3,0.0,green
"Clark County, MO",-91.6874,40.424,15.0,1.7,0.03,green
"Pipestone County, MN",-96.2277,43.9726,11.0,5.4,0.04,green
"Saguache County, CO",-105.9989,38.0261,15.0,0.0,0.04,green
"Rio Blanco County, CO",-108.3372,40.0681,16.0,3.3,0.02,green
"Winston County, MS",-89.0595,33.058,6.0,0.0,0.0,green
"Montmorency County, MI",-84.1467,45.0286,11.0,9.9,0.05,green
"Chase County, KS",-96.6219,38.3114,38.0,0.0,0.0,green
"Swift County, MN",-95.6444,45.2616,11.0,1.2,0.0,green
"Juab County, UT",-111.8968,39.7908,8.0,3.2,0.02,green
"Rock County, MN",-96.2207,43.6401,11.0,5.4,0.04,green
"Lincoln County, CO",-103.4828,39.241,18.0,1.6,0.01,green
"Blaine County, MT",-108.7187,48.4057,15.0,6.8,0.01,green
"Las Animas County, CO",-104.4914,37.1966,7.0,2.0,0.01,green
"Dickinson County, MI",-88.0171,45.8096,4.0,1.9,0.02,green
"Wabaunsee County, KS",-96.1824,38.9623,14.0,6.3,0.02,green
"Quitman County, MS",-90.2345,34.3307,15.0,0.0,0.02,green
"Lyon County, KS",-96.1178,38.4779,3.0,0.0,0.0,green
"Ouray County, CO",-107.7363,38.1595,20.0,1.9,0.01,green
"Stafford County, KS",-98.7798,38.0627,24.0,0.0,0.02,green
"Keweenaw County, MI",-88.1738,47.4082,47.0,6.5,0.03,green
"Putnam County, MO",-92.9971,40.4781,21.0,0.0,0.0,green
"Lake County, MI",-85.7679,43.9679,8.0,5.9,0.04,green
"Craig County, VA",-80.1119,37.5013,19.0,6.9,0.05,green
"Archer County, TX",-98.6147,33.6528,12.0,0.5,0.02,green
"Throckmorton County, TX",-99.0784,33.1572,67.0,0.5,0.02,green
"Pembina County, ND",-97.5537,48.7733,15.0,2.4,0.01,green
"De Witt County, IL",-88.9018,40.1803,6.0,3.1,0.01,green
"Sherman County, OR",-120.7396,45.5316,56.0,1.1,0.0,green
"Early County, GA",-84.9136,31.2398,10.0,1.1,0.04,green
"Alexander County, IL",-89.3633,37.2079,17.0,1.3,0.01,green
"Cameron County, PA",-78.1852,41.4275,22.0,3.8,0.05,green
"Oneida County, ID",-112.25,42.1903,22.0,3.9,0.02,green
"Lemhi County, ID",-113.6271,44.9272,12.0,0.0,0.02,green
"Bear Lake County, ID",-111.3637,42.2863,16.0,4.7,0.02,green
"Wilkinson County, GA",-83.2181,32.8551,11.0,3.5,0.01,green
"Sullivan County, PA",-76.5283,41.4749,16.0,7.5,0.04,green
"Wyoming County, PA",-75.8978,41.5563,4.0,7.6,0.05,green
"Abbeville County, SC",-82.5002,34.253,4.0,2.1,0.01,green
"Calhoun County, SC",-80.7466,33.611,7.0,0.0,0.02,green
"Douglas County, IL",-88.2647,39.7707,5.0,5.3,0.01,green
"Okfuskee County, OK",-96.3537,35.4403,8.0,0.0,0.0,green
"Nowata County, OK",-95.6386,36.8079,10.0,7.1,0.0,green
"Pope County, IL",-88.536,37.4314,24.0,0.0,0.0,green
"Stark County, IL",-89.817,41.1111,19.0,2.4,0.02,green
"Traill County, ND",-97.2352,47.4727,12.0,3.8,0.03,green
"Jim Hogg County, TX",-98.7144,27.2979,19.0,2.0,0.04,green
"Putnam County, IL",-89.2323,41.222,17.0,2.7,0.01,green
"Jack County, TX",-98.2059,33.1413,11.0,5.2,0.0,green
"Irion County, TX",-100.8208,31.2619,65.0,0.6,0.0,green
"Montgomery County, IL",-89.4534,39.2296,4.0,4.1,0.01,green
"Love County, OK",-97.2467,33.878,10.0,1.2,0.02,green
"Morrow County, OH",-82.8024,40.5157,3.0,5.8,0.03,green
"Wyandot County, OH",-83.3104,40.8331,5.0,5.8,0.03,green
"Ellis County, OK",-99.7571,36.2731,26.0,5.6,0.0,green
"Harmon County, OK",-99.8445,34.6794,38.0,3.0,0.03,green
"Haskell County, OK",-95.087,35.222,8.0,3.2,0.03,green
"Jefferson County, OK",-97.8949,34.1243,17.0,0.0,0.04,green
"Newberry County, SC",-81.5176,34.2737,3.0,3.7,0.01,green
"Bennett County, SD",-101.8295,43.2271,30.0,0.0,0.01,green
"Bon Homme County, SD",-97.8635,42.9559,14.0,1.5,0.02,green
"Lewis County, TN",-87.5539,35.5515,8.0,3.5,0.03,green
"Seminole County, GA",-84.8463,31.027,12.0,2.5,0.02,green
"Schley County, GA",-84.3089,32.238,19.0,6.4,0.06,green
"Brewster County, TX",-103.5075,29.8035,11.0,0.0,0.0,green
"Jackson County, TN",-85.5909,36.3383,8.0,1.3,0.03,green
"Johnson County, TN",-81.8049,36.4695,6.0,4.0,0.1,green
"Montgomery County, GA",-82.5298,32.1708,11.0,0.7,0.02,green
"Talbot County, GA",-84.5276,32.6618,16.0,6.4,0.06,green
"Jefferson County, GA",-82.4235,33.0826,7.0,0.0,0.0,green
"Jenkins County, GA",-81.9457,32.861,12.0,1.9,0.03,green
"Johnson County, GA",-82.6167,32.7093,10.0,0.7,0.02,green
"Moore County, TN",-86.3587,35.2846,15.0,0.0,0.02,green
"Pickett County, TN",-85.1342,36.5737,20.0,1.3,0.03,green
"Stewart County, TN",-87.7421,36.4323,7.0,0.0,0.01,green
"Stewart County, GA",-84.7303,32.0686,15.0,6.4,0.06,green
"Turner County, SD",-97.1229,43.3331,12.0,5.4,0.04,green
"Campbell County, SD",-100.0598,45.8379,73.0,0.0,0.0,green
"Hanson County, SD",-97.7278,43.6775,29.0,0.0,0.01,green
"Charles Mix County, SD",-98.4929,43.1392,11.0,0.0,0.01,green
"Deuel County, SD",-96.641,44.7248,23.0,2.0,0.0,green
"Fall River County, SD",-103.5105,43.2996,15.0,7.0,0.02,green
"Concho County, TX",-99.8847,31.3631,37.0,0.6,0.0,green
"Hamlin County, SD",-97.1822,44.6361,16.0,2.0,0.0,green
"Hand County, SD",-99.0418,44.5176,31.0,0.0,0.0,green
"Haralson County, GA",-85.2013,33.7369,3.0,5.4,0.01,green
"Moody County, SD",-96.6364,44.0183,15.0,5.4,0.04,green
"Harding County, SD",-103.7593,45.5682,77.0,0.0,0.0,green
"Clay County, WV",-81.0816,38.4661,12.0,4.4,0.06,green
"Jerauld County, SD",-98.4547,44.1111,50.0,0.0,0.0,green
"Kingsbury County, SD",-97.4281,44.3942,20.0,0.0,0.0,green
"Mellette County, SD",-100.9059,43.5277,49.0,0.0,0.0,green
"Miner County, SD",-97.6258,44.0153,45.0,5.4,0.04,green
"Ramsey County, ND",-98.6773,48.2965,9.0,4.8,0.01,green
"Columbia County, WA",-118.0513,46.4178,25.0,3.9,0.03,green
"Colfax County, NM",-104.8755,36.5393,8.0,2.0,0.01,green
"Carroll County, IA",-94.8474,42.0261,5.0,0.0,0.0,green
"Cass County, IA",-94.9552,41.3442,8.0,2.6,0.02,green
"Newton County, TX",-93.7068,30.7701,7.0,1.9,0.02,green
"Washburn County, WI",-91.7477,45.8587,6.0,0.0,0.0,green
"Hamilton County, IA",-93.7045,42.3656,7.0,2.4,0.01,green
"Hidalgo County, NM",-108.7876,32.1489,24.0,0.0,0.01,green
"Sioux County, NE",-103.8825,42.6879,86.0,0.0,0.01,green
"Florence County, WI",-88.4599,45.8841,23.0,1.9,0.02,green
"Guadalupe County, NM",-104.9523,34.9235,23.0,2.7,0.05,green
"Howard County, IA",-92.3078,43.3564,11.0,6.4,0.01,green
"De Baca County, NM",-104.3066,34.5488,57.0,2.6,0.01,green
"Stanton County, NE",-97.2057,42.003,17.0,0.0,0.02,green
"Scurry County, TX",-100.8318,32.6749,6.0,0.0,0.0,green
"Appanoose County, IA",-92.8573,40.746,8.0,0.0,0.0,green
"Rains County, TX",-95.8588,32.9026,8.0,4.6,0.03,green
"San Saba County, TX",-98.8365,31.234,17.0,0.0,0.0,green
"Real County, TX",-99.887,29.6972,29.0,0.0,0.0,green
"Kossuth County, IA",-94.2012,43.1637,7.0,6.3,0.02,green
"Lyon County, IA",-96.2235,43.38,9.0,5.4,0.04,green
"Webster County, NE",-98.4988,40.18,29.0,0.0,0.0,green
"Monona County, IA",-95.9278,42.0509,12.0,2.9,0.01,green
"Van Buren County, IA",-91.9601,40.741,14.0,2.0,0.01,green
"Osceola County, IA",-95.6237,43.3716,17.0,0.0,0.0,green
"Ringgold County, IA",-94.2322,40.7486,20.0,2.8,0.02,green
"Shelby County, IA",-95.3375,41.6755,9.0,2.6,0.02,green
"San Augustine County, TX",-94.1904,31.4174,12.0,0.9,0.02,green
"Taylor County, IA",-94.6322,40.7323,16.0,0.0,0.0,green
"Calhoun County, IA",-94.5922,42.3948,10.0,0.0,0.0,green
"Audubon County, IA",-94.9602,41.6648,18.0,2.6,0.02,green
"Bleckley County, GA",-83.3523,32.3875,8.0,3.5,0.01,green
"Parke County, IN",-87.2749,39.7642,6.0,3.0,0.01,green
"Forest County, WI",-88.7976,45.5752,11.0,5.4,0.01,green
"Hettinger County, ND",-102.5813,46.4458,40.0,0.0,0.0,green
"Emmons County, ND",-100.1528,46.2962,31.0,7.6,0.04,green
"Eddy County, ND",-99.1273,47.7536,44.0,4.8,0.01,green
"Kimball County, NE",-103.6763,41.2335,28.0,9.7,0.02,green
"Bowman County, ND",-103.319,46.1719,33.0,0.0,0.0,green
"Russell County, AL",-85.1758,32.3866,2.0,6.4,0.06,green
"Pike County, AL",-85.9362,31.7629,3.0,3.6,0.02,green
"Blackford County, IN",-85.3624,40.4716,9.0,5.3,0.05,green
"Sutton County, TX",-100.642,30.5706,26.0,0.6,0.0,green
"Graham County, NC",-83.8335,35.3727,12.0,0.0,0.02,green
"Adams County, IA",-94.768,41.0008,28.0,0.0,0.0,green
"Union County, IA",-94.2592,41.0105,8.0,2.8,0.02,green
"Alleghany County, NC",-81.1217,36.5034,9.0,3.2,0.01,green
"Switzerland County, IN",-84.9551,38.8083,9.0,0.7,0.01,green
"Mason County, TX",-99.2288,30.748,23.0,0.0,0.0,green
"Nemaha County, NE",-95.8199,40.4307,14.0,0.0,0.0,green
"Ben Hill County, GA",-83.2515,31.7135,6.0,5.4,0.03,green
"Warren County, IN",-87.3647,40.3019,12.0,0.9,0.01,green
"Adams County, WA",-118.6602,46.889,5.0,3.9,0.04,green
"Mills County, TX",-98.6197,31.5033,21.0,0.0,0.0,green
"Alpine County, CA",-119.8727,38.7433,0.0,2.7,0.02,green
"Petersburg city, VA",-77.3913,37.2043,0.0,8.0,0.04,green
"Vieques Municipio, PR",-65.4614,18.1242,0.0,1.5,0.0,green
"Lincoln County, WY",-110.8287,42.6037,0.0,1.9,0.0,green
"Sublette County, WY",-110.0383,42.8185,0.0,1.9,0.0,green
"Crook County, WY",-104.6796,44.4263,0.0,1.3,0.01,green
"Culebra Municipio, PR",-65.3029,18.3105,0.0,1.5,0.0,green
"Garfield County, WA",-117.5965,46.4737,0.0,2.1,0.01,green
"Perry County, AL",-87.4065,32.5404,0.0,1.3,0.02,green
"Wirt County, WV",-81.3977,39.0617,0.0,9.7,0.06,green
"Franklin city, VA",-76.9386,36.6831,0.0,1.6,0.01,green
"Bristol Bay Borough, AK",-156.7979,58.7338,0.0,3.1,0.03,green
"Maricao Municipio, PR",-66.9809,18.1836,0.0,1.5,0.0,green
"Hopewell city, VA",-77.2985,37.2915,0.0,8.0,0.04,green
"Yakutat City and Borough, AK",-139.5966,59.567,0.0,4.3,0.02,green
"Sierra County, CA",-120.5363,39.572,0.0,0.0,0.02,green
"Calaveras County, CA",-120.5645,38.1937,0.0,5.9,0.04,green
"Bullock County, AL",-85.6193,32.108,0.0,3.6,0.02,green
"Washakie County, WY",-107.7013,44.0188,0.0,5.8,0.02,green
"Clark County, WI",-90.5047,44.8091,0.0,4.1,0.03,green
"Major County, OK",-98.397,36.3063,0.0,4.4,0.01,green
"Baca County, CO",-102.53,37.3667,0.0,0.0,0.0,green
"Douglas County, NV",-119.7782,38.9525,0.0,2.7,0.02,green
"Johnson County, NE",-96.2555,40.3933,0.0,0.0,0.0,green
"Keya Paha County, NE",-99.6697,42.8684,0.0,0.0,0.0,green
"Knox County, NE",-97.8498,42.6383,0.0,1.5,0.02,green
"Wayne County, IA",-93.3419,40.7285,0.0,6.6,0.01,green
"Logan County, NE",-100.4855,41.475,0.0,0.0,0.0,green
"Loup County, NE",-99.3814,41.7696,0.0,0.0,0.0,green
"McPherson County, NE",-100.9536,41.5584,0.0,4.2,0.03,green
"Merrick County, NE",-98.0105,41.1762,0.0,1.1,0.03,green
"Pawnee County, NE",-96.2129,40.1538,0.0,0.0,0.0,green
"Perkins County, NE",-101.6717,40.827,0.0,4.2,0.03,green
"Polk County, NE",-97.5876,41.1409,0.0,0.0,0.0,green
"Rock County, NE",-99.4326,42.5915,0.0,0.0,0.0,green
"Seward County, NE",-97.1567,40.8651,0.0,3.9,0.02,green
"Sherman County, NE",-98.9649,41.178,0.0,4.4,0.04,green
"Thayer County, NE",-97.6011,40.1756,0.0,9.6,0.0,green
"Thomas County, NE",-100.5589,41.9754,0.0,0.0,0.0,green
"Wheeler County, NE",-98.6156,41.8321,0.0,0.0,0.0,green
"Jefferson County, NE",-97.1016,40.159,0.0,3.9,0.02,green
"Hooker County, NE",-101.0445,42.0432,0.0,4.2,0.03,green
"Hitchcock County, NE",-101.046,40.2254,0.0,0.0,0.0,green
"Brown County, NE",-99.8721,42.552,0.0,0.0,0.0,green
"Toole County, MT",-111.9251,48.7799,0.0,3.3,0.01,green
"Treasure County, MT",-107.2305,46.2909,0.0,8.6,0.02,green
"Arthur County, NE",-101.6923,41.5718,0.0,4.2,0.03,green
